"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,3,351,8,0,2,355,119,56,894
2,9.51589744444444,55.4110941111111,6,350,15,0,1,445,181,62,1060
3,9.88525016666667,57.0638338333333,11,567,26,2,0,422,88,107,1223
4,10.107444375,56.1718329375,7,514,20,2,4,1741,293,178,2759
5,9.39475316666667,56.2282926666667,6,183,3,1,1,211,14,48,467
6,12.3813014634146,55.7151783536585,222,3309,192,9,28,4404,2067,903,11134
7,8.63262825,55.73069375,2,253,15,0,0,488,77,40,875
8,15.05214325,55.23235875,2,228,5,0,0,104,5,22,366
9,11.7462085,55.279210875,5,189,11,0,2,405,78,197,887
10,10.4154805,57.4606995,0,4,1,0,0,17,3,1,26
11,8.649643,56.6895867857143,1,44,0,0,0,51,27,7,130
12,11.3490285,55.78039975,0,16,0,1,0,24,24,9,74
13,11.027705,57.263521,0,1,0,0,0,9,0,2,12
14,11.2665025,54.816726,0,25,2,0,0,23,4,3,57
15,10.9399305,56.516157,0,20,0,0,0,12,13,0,45
16,10.6567635,55.883821,0,0,0,0,0,0,0,0,0
17,8.856682,55.0631655,0,11,4,0,0,8,3,2,28
18,9.3581675,56.833725,0,2,0,0,0,16,2,0,20
19,15.1834177222222,59.2446665,838,9,10,1,0,216,103,118,1295
20,14.910717,63.131001,176,2,0,2,0,69,23,12,284
21,14.3035100714286,56.3750567142857,416,3,11,1,0,160,48,65,704
22,13.246262,61.649499,49,0,0,1,1,1,4,1,57
23,17.63062,60.6220141666667,905,6,12,1,2,204,62,96,1288
24,20.732045,65.762053,86,1,0,19,0,5,8,5,124
25,13.1165099285714,55.9013320714286,3647,62,40,15,8,1831,959,1154,7716
26,12.2777641666667,58.7858365,223,3,4,0,0,54,22,11,317
27,15.65259925,62.66371075,24,1,0,0,0,5,16,1,47
28,13.190291,63.4988545,114,11,11,3,0,38,43,23,243
29,12.134823,59.6293525,22,1,3,0,0,3,1,0,30
30,17.7229565,64.201048,6,0,0,0,0,0,0,0,6
31,15.846178625,58.063031125,626,7,12,3,6,326,80,109,1169
32,11.8771330277778,57.8004644444444,4101,54,58,11,5,2514,531,436,7710
33,14.96001625,58.1864558125,200,1,3,2,0,52,14,19,291
34,12.7597134444444,58.0501567222222,656,7,12,0,0,398,48,119,1240
35,17.202483,66.3823185,14,0,0,0,0,0,1,2,17
36,18.392183,63.413379,375,4,8,0,4,60,21,39,511
37,19.197456,65.65933,14,0,0,0,0,1,1,6,22
38,12.970739,59.5412543,112,1,1,0,0,71,25,21,231
39,14.1985661111111,58.6860156666667,301,4,5,0,1,63,12,53,439
40,18.02042625,59.3589332692308,12597,133,193,118,27,7303,3021,1979,25371
41,18.4283835,60.386705,29,2,0,0,0,13,1,3,48
42,22.5946015,66.489606,1,0,0,59,0,1,1,1,63
43,23.51346,66.513206,3,0,0,34,0,1,1,0,39
44,16.1008347,59.98051575,296,1,7,0,0,112,16,24,456
45,12.589850875,56.615849,519,9,9,4,0,392,135,93,1161
46,13.49591,62.690143,22,0,0,0,0,7,39,2,70
47,18.967192,63.964269,34,0,1,0,0,0,1,1,37
48,21.254209,66.047773,78,0,1,96,0,19,3,12,209
49,16.43840925,61.1213545,166,1,0,0,0,16,79,9,271
50,13.415557,57.3881655,124,0,0,0,0,61,54,41,280
51,16.715886,57.1583203333333,101,1,2,0,1,6,7,9,127
52,15.58905225,60.423136875,409,5,4,0,1,282,36,39,776
53,17.2979070833333,59.3251461666667,823,12,10,1,0,200,75,101,1222
54,14.39066875,59.62487075,154,2,4,0,0,31,11,17,219
55,13.6244826,59.4685884,607,5,10,1,2,166,28,65,884
56,15.9208175,64.6821585,22,0,0,0,0,7,3,1,33
57,15.5251085,57.3067511,114,3,1,0,1,17,45,12,193
58,15.76367425,56.5748161666667,651,7,18,2,1,198,128,114,1119
59,17.0336955,60.0655055,12,0,0,0,0,0,1,0,13
60,16.3933022,59.2908482,2191,18,26,19,4,573,134,192,3157
61,15.842093,58.93731075,32,0,0,0,0,493,11,59,595
62,13.372952375,58.428242,222,0,4,0,2,62,8,22,320
63,14.0279448,57.8808961,672,4,12,2,2,133,70,94,989
64,12.431369,57.3062655,168,2,2,0,0,77,9,12,270
65,13.591122,60.0908275,1,0,0,0,0,0,0,0,1
66,19.4656435,67.198665,41,0,0,147,0,3,10,2,203
67,14.899423125,60.336809125,148,2,3,1,0,88,29,22,293
68,13.8182933333333,56.8326863333333,155,7,5,0,1,30,39,23,260
69,17.3456675,58.6664325,154,1,1,0,0,44,16,25,241
70,18.661315,57.696298,329,1,9,2,0,91,18,116,566
71,13.7429415,62.164232,146,3,13,0,1,39,11,11,224
72,17.8621406666667,62.7151231666667,121,3,0,2,0,72,38,30,266
73,13.8097530833333,55.67400825,345,3,6,0,0,154,68,64,640
74,14.618906,57.46246425,66,1,0,1,1,46,13,16,144
75,23.754817,65.748327,4,0,0,26,0,10,1,0,41
76,17.0541605,61.91692925,125,0,1,1,0,25,5,23,180
77,18.6875185,66.9073215,6,0,0,11,0,2,5,0,24
78,23.0083025,65.7634915,18,0,1,82,0,5,2,2,110
79,15.008784625,56.216097125,179,5,4,0,0,133,18,11,350
80,20.592823,68.207941,47,0,1,245,0,75,173,17,558
81,14.1914965,63.802911,12,0,0,0,0,9,1,3,25
82,15.5396215,61.913626,59,1,0,0,0,6,6,4,76
83,22.2299115,65.691135,740,5,15,76,3,107,28,58,1032
84,18.41001,64.6515525,17,1,0,0,0,6,12,0,36
85,11.3009169,58.4381282,65,0,5,1,0,26,0,10,107
86,16.6437,56.338615,18,0,0,0,0,5,0,0,23
87,18.779528,65.254725,0,0,0,0,0,0,0,0,0
88,13.2047113333333,60.7470671666667,141,0,3,2,0,41,10,11,208
89,14.49532575,61.23252625,40,0,1,0,1,19,4,6,71
90,19.60184875,63.71098225,47,0,0,0,0,22,79,33,181
91,16.6828192,58.4778727,471,2,5,2,2,203,203,232,1120
92,19.0380985,59.752392,111,4,3,0,0,42,10,7,177
93,19.52258775,64.66367425,19,0,0,1,0,3,1,1,25
94,15.52567125,61.25994825,47,0,0,0,0,63,11,2,123
95,22.867224,67.406884,14,2,0,143,0,4,7,0,170
96,21.0645695,65.281744,542,3,8,67,2,58,29,29,738
97,16.110442,63.1616565,1,0,0,0,0,0,0,0,1
98,20.677042375,63.90647775,479,5,3,75,3,131,47,48,791
99,17.1928605,61.287574,90,0,0,0,0,23,3,7,123
100,16.5702605,60.48991,189,1,6,0,0,48,32,26,302
101,14.3815795,55.559747,172,1,0,0,0,35,5,6,219
102,20.7074715,64.745622,269,3,3,99,0,72,14,47,507
103,13.07483675,55.32996025,179,3,3,0,0,71,12,36,304
104,16.9236905,63.441999,32,3,2,0,0,3,0,1,41
105,16.42626025,65.5655105,26,0,0,0,0,6,68,4,104
106,11.033549,58.9541845,19,0,1,0,0,7,13,0,40
107,15.185727,64.2329895,8,0,0,0,0,1,1,3,13
108,17.242557,62.516543,580,33,48,7,1,308,85,16,1078
109,17.776644,59.9583985,958,8,13,2,16,432,633,154,2216
110,18.9564565,59.1866635,92,1,9,0,0,76,9,14,201
111,16.669393,57.8294575,59,0,6,0,0,7,1,1,74
112,14.8548775,56.918339,738,7,10,2,2,91,143,81,1074
113,14.2689575,60.460521,4,0,0,0,0,1,0,0,5
114,14.7512865,68.606516625,5,3,36,0,1,32,28,2,107
115,9.724856875,63.4687084375,3,10,46,0,1,4,7,7,78
116,6.73181446153846,62.5395995,3,12,97,0,1,83,18,23,237
117,5.87158594444444,62.2590107777778,3,4,56,0,0,38,4,6,111
118,10.8883969848485,59.8866790606061,201,284,2334,11,7,4079,1737,856,9509
119,10.1446284761905,59.5121462380952,17,40,356,0,0,330,135,66,944
120,10.8175481666667,59.2122598333333,16,40,282,1,1,167,24,75,606
121,10.4128548125,61.0178211875,21,21,135,1,0,79,31,23,311
122,5.1585125,60.53833909375,16,85,574,0,4,545,273,103,1600
123,9.16359175,60.9286836666667,0,1,9,0,0,9,1,0,20
124,10.6299390555556,63.9711670555556,0,62,107,0,0,6,2,0,177
125,8.292863875,60.630435,5,0,4,0,0,20,4,2,35
126,8.13419820833333,58.3941322916667,3,27,249,0,0,181,159,75,694
127,11.5197590714286,60.8539586428571,8,15,113,0,2,441,157,70,806
128,7.67429683333333,61.2772843333333,2,1,14,0,0,28,7,3,55
129,11.563961,59.4495889285714,3,5,27,0,0,45,4,16,100
130,7.31633816666667,58.392349,1,1,17,0,0,59,3,11,92
131,11.97512975,60.2762093333333,2,3,14,1,0,29,6,2,57
132,12.3426132,65.8296867,0,1,4,0,0,19,10,1,35
133,23.202575,70.0481815,0,1,4,43,0,2,2,2,54
134,10.7411086666667,62.2760276666667,0,1,1,0,0,2,26,0,30
135,15.724821,68.730682875,0,2,3,0,0,6,3,1,15
136,5.08623733333333,61.38162625,1,1,45,0,0,74,3,8,132
137,8.3145834,63.2580517,0,1,3,0,0,0,1,1,6
138,7.0733789,60.5201917,0,0,8,0,0,26,52,2,88
139,7.5410824,62.97242,2,15,89,0,3,175,9,10,303
140,9.16874331818182,59.0371408636364,0,7,60,1,0,179,35,5,287
141,5.43120913333333,59.4458112,12,33,268,0,2,127,28,29,499
142,29.9015755,70.35898625,0,0,4,22,0,17,3,1,47
143,6.11065457142857,61.4420138571429,3,1,61,0,0,17,24,9,115
144,16.93245325,68.549908375,0,1,4,0,0,8,4,1,18
145,19.1753825,68.9835801666667,0,0,5,0,0,13,9,2,29
146,9.751645,59.1060115,1,0,12,0,0,29,3,10,55
147,14.513526,66.6658455,0,2,2,0,0,14,4,1,23
148,17.55668425,68.98949125,0,1,14,0,0,3,7,0,25
149,29.065419,70.7061425,0,1,4,0,0,3,0,0,8
150,12.083189875,65.026225875,0,0,1,0,0,1,8,0,10
151,16.4430341666667,68.8409783333333,3,2,39,1,0,37,6,6,94
152,6.32359827272727,58.7423489090909,6,46,223,2,0,372,277,59,985
153,13.7098238333333,67.1524376666667,4,13,158,1,0,131,22,29,358
154,5.6686701,58.7846665,8,23,452,1,1,233,71,22,811
155,7.31649,59.298271,0,0,3,0,0,5,0,0,8
156,9.70977875,62.39279575,2,4,9,0,0,28,4,1,48
157,5.23589225,62.03245925,0,0,7,0,0,1,1,4,13
158,11.9045595,61.974533,0,0,0,0,0,2,0,0,2
159,6.01170314285714,60.2320157857143,1,31,8,0,0,40,12,6,98
160,9.492466,60.2160869166667,2,4,12,0,0,10,6,6,40
161,6.7305145,58.1213525,0,0,5,0,0,3,3,2,13
162,15.6852078333333,67.2118155,0,0,5,0,0,25,0,1,31
163,12.9610503333333,67.8893833333333,0,0,2,1,0,24,1,0,28
164,11.3503723333333,64.5003548333333,0,1,9,0,0,9,2,1,22
165,10.883126,64.864978,0,0,6,0,0,0,3,0,9
166,8.6837998,59.6684197,0,3,14,0,0,19,0,4,40
167,11.390126,65.153664,0,0,0,0,0,0,1,1,2
168,8.8933055,63.9260945,0,0,0,0,0,0,0,0,0
169,11.085525875,63.432017625,6,8,77,0,0,61,18,16,186
170,10.424807375,63.184291375,40,114,716,1,1,794,145,129,1940
171,8.17989383333333,59.2197721666667,0,1,2,0,0,1,1,0,5
172,28.0535205,70.7719175,0,0,1,0,0,3,2,0,6
173,9.632684375,61.5588875,0,0,10,0,0,14,5,2,31
174,13.151603875,65.900091875,0,0,3,0,0,7,9,1,20
175,6.58664216666667,60.995027,0,4,2,0,0,9,12,1,28
176,12.5915505,64.362894,2,19,148,0,0,140,19,0,328
177,15.7944275,67.9007575,0,0,1,0,0,4,0,0,5
178,23.4540525,70.71506,0,3,8,0,0,8,1,3,23
179,21.9923026666667,70.2186406666667,0,0,1,42,0,0,13,1,57
180,14.04672075,65.7554465,0,0,0,0,0,0,0,0,0
181,8.9704325,62.970402875,0,9,54,0,0,2,2,7,74
182,11.50597225,62.704513875,1,2,8,0,1,4,1,3,20
183,6.716531,61.90948775,0,1,3,0,0,4,0,0,8
184,10.269373,60.30478875,0,0,24,0,0,11,1,3,39
185,20.78313725,69.7619775,0,0,6,20,0,2,4,0,32
186,25.2245295,69.3919555,0,0,0,125,0,1,4,1,131
187,19.4372165,70.0712295,0,0,0,0,0,3,0,0,3
188,23.6932005,69.133799,0,0,1,183,0,3,2,2,191
189,21.4587395,69.5253265,0,0,0,73,0,1,3,0,77
190,24.122824,70.4216605,0,0,0,0,0,0,0,0,0
191,26.8279485,70.557405,0,0,1,2,0,0,1,0,4
192,7.112826,61.254018,2,11,124,0,0,4,0,7,148
193,12.8436005,66.5719405,0,1,1,0,0,0,7,0,9
194,18.091231,69.24669875,1,1,10,0,0,7,4,0,23
195,8.68496083333333,61.8689828333333,0,0,0,0,0,3,0,2,5
196,13.64794775,64.6183455,1,0,0,0,0,1,0,0,2
197,12.165733,66.5034405,0,0,1,0,0,0,0,0,1
198,20.24822425,69.48675325,1,0,4,10,0,10,1,5,31
199,24.5565965,70.8911325,0,0,1,0,0,0,3,2,6
200,11.8680685,63.7620011666667,4,9,21,0,0,27,8,12,81
201,5.930594,60.880009,0,0,0,0,0,0,0,0,0
202,13.072472,64.8102355,0,0,0,0,0,2,1,0,3
203,17.6043605,68.2881045,0,1,3,0,0,21,21,2,48
204,28.8300235,70.1276895,0,0,0,15,0,0,0,0,15
205,7.9495575,62.51923925,0,0,4,0,0,5,3,0,12
206,7.424698,62.251269,0,0,0,0,0,2,0,0,2
207,25.866121,70.9266075,2,1,10,0,0,5,2,1,21
208,6.61090283333333,59.7305848333333,3,30,0,4,0,64,3,1,105
209,11.915479,64.4805795,0,1,15,0,0,2,0,1,19
210,25.0311745,70.2429465,1,0,2,38,0,0,2,1,44
211,12.2054395,67.502487,0,0,0,0,0,0,0,0,0
212,10.9298395,61.694063,1,0,6,0,0,1,2,0,10
213,29.727145,69.504585,0,3,4,85,0,11,16,0,119
214,7.966991,61.9342395,0,0,0,0,0,0,0,0,0
215,15.113155,67.8596805,0,1,3,0,0,3,2,0,9
216,27.5006895,70.2834565,0,0,8,32,0,3,3,0,46
217,16.949149,69.30834,0,0,0,0,0,0,0,0,0
218,18.9258115,69.7104015,3,2,103,0,0,195,162,39,504
219,12.303966,61.3563735,7,1,12,0,0,104,2,5,131
220,16.5041435,67.9698075,0,0,0,0,0,3,0,0,3
221,8.447449,61.1926085,0,0,0,0,0,1,1,0,2
222,30.6460575,70.326849,0,0,5,0,0,1,0,0,6
223,11.732621,65.743596,0,0,0,0,0,0,1,0,1
224,13.756594,68.198278,0,2,5,0,0,33,7,3,50
