"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,5,361,20,0,0,590,303,110,1389
2,9.51589744444444,55.4110941111111,12,318,29,2,2,375,163,116,1017
3,9.88525016666667,57.0638338333333,9,365,45,5,1,310,150,83,968
4,10.107444375,56.1718329375,23,713,26,20,10,1667,141,612,3212
5,9.39475316666667,56.2282926666667,2,155,6,0,0,180,34,28,405
6,12.3813014634146,55.7151783536585,264,3729,166,25,18,6949,1787,1047,13985
7,8.63262825,55.73069375,2,125,9,1,0,232,63,35,467
8,15.05214325,55.23235875,0,64,6,0,0,42,10,10,132
9,11.7462085,55.279210875,3,174,14,0,0,310,50,37,588
10,10.4154805,57.4606995,2,12,5,1,0,27,1,2,50
11,8.649643,56.6895867857143,2,35,1,0,0,96,39,12,185
12,11.3490285,55.78039975,1,38,3,0,0,44,7,7,100
13,11.027705,57.263521,0,1,0,0,0,0,1,0,2
14,11.2665025,54.816726,5,60,7,0,0,49,8,6,135
15,10.9399305,56.516157,0,21,0,0,0,23,0,1,45
16,10.6567635,55.883821,0,9,2,0,0,3,0,0,14
17,8.856682,55.0631655,0,14,0,0,0,8,1,0,23
18,9.3581675,56.833725,0,3,0,0,0,8,8,0,19
19,15.1834177222222,59.2446665,730,11,10,3,1,409,73,93,1330
20,14.910717,63.131001,260,0,0,0,0,46,8,7,321
21,14.3035100714286,56.3750567142857,217,8,8,1,0,100,7,23,364
22,13.246262,61.649499,10,9,0,0,0,0,1,1,21
23,17.63062,60.6220141666667,482,5,6,1,1,100,18,39,652
24,20.732045,65.762053,7,0,0,18,0,0,1,1,27
25,13.1165099285714,55.9013320714286,2808,50,37,10,4,2209,779,1477,7374
26,12.2777641666667,58.7858365,117,2,5,0,0,21,16,9,170
27,15.65259925,62.66371075,5,0,0,0,0,1,3,0,9
28,13.190291,63.4988545,27,4,0,1,0,14,4,1,51
29,12.134823,59.6293525,19,1,4,0,0,27,1,13,65
30,17.7229565,64.201048,1,0,0,0,0,0,0,0,1
31,15.846178625,58.063031125,423,16,6,4,2,412,86,60,1009
32,11.8771330277778,57.8004644444444,3221,54,50,29,15,3081,447,468,7365
33,14.96001625,58.1864558125,223,3,6,0,1,76,29,30,368
34,12.7597134444444,58.0501567222222,923,17,21,4,0,217,52,94,1328
35,17.202483,66.3823185,0,0,0,0,0,0,2,0,2
36,18.392183,63.413379,170,4,4,0,1,26,18,41,264
37,19.197456,65.65933,6,0,0,0,0,0,0,0,6
38,12.970739,59.5412543,142,50,5,0,1,50,8,21,277
39,14.1985661111111,58.6860156666667,231,2,0,0,0,45,16,33,327
40,18.02042625,59.3589332692308,11880,201,218,110,36,10841,3435,2452,29173
41,18.4283835,60.386705,92,0,0,0,0,6,1,2,101
42,22.5946015,66.489606,0,0,0,56,0,2,0,0,58
43,23.51346,66.513206,4,0,0,39,0,2,0,0,45
44,16.1008347,59.98051575,188,2,8,0,2,62,19,44,325
45,12.589850875,56.615849,376,11,6,2,0,505,43,146,1089
46,13.49591,62.690143,7,0,0,0,0,0,0,0,7
47,18.967192,63.964269,1,0,0,0,0,0,1,0,2
48,21.254209,66.047773,32,1,0,69,0,50,6,8,166
