"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,7,376,13,0,0,347,187,74,1004
2,9.51589744444444,55.4110941111111,2,299,15,0,1,445,142,75,979
3,9.88525016666667,57.0638338333333,6,575,16,0,1,402,101,121,1222
4,10.107444375,56.1718329375,13,956,36,5,4,1983,417,343,3757
5,9.39475316666667,56.2282926666667,2,117,5,2,0,84,55,19,284
6,12.3813014634146,55.7151783536585,250,4746,183,10,31,6920,1878,1358,15376
7,8.63262825,55.73069375,1,161,6,0,2,429,91,38,728
8,15.05214325,55.23235875,2,37,1,0,0,23,1,0,64
9,11.7462085,55.279210875,1,181,11,0,0,381,60,32,666
10,10.4154805,57.4606995,2,12,2,0,0,32,2,6,56
11,8.649643,56.6895867857143,0,39,4,0,0,62,13,3,121
12,11.3490285,55.78039975,0,37,6,0,0,75,4,9,131
13,11.027705,57.263521,0,0,0,0,0,4,0,9,13
14,11.2665025,54.816726,0,31,2,0,0,11,4,2,50
15,10.9399305,56.516157,0,2,0,0,0,17,0,1,20
16,10.6567635,55.883821,0,1,0,0,0,11,1,0,13
17,8.856682,55.0631655,0,9,0,0,0,9,3,10,31
18,9.3581675,56.833725,0,4,0,0,0,7,0,0,11
19,15.1834177222222,59.2446665,1500,6,16,1,0,366,79,261,2229
20,14.910717,63.131001,96,2,4,1,0,43,11,8,165
21,14.3035100714286,56.3750567142857,279,6,2,1,0,161,9,20,478
22,13.246262,61.649499,9,0,0,0,0,1,0,0,10
23,17.63062,60.6220141666667,761,10,9,0,2,129,52,81,1044
24,20.732045,65.762053,32,0,0,15,0,3,0,0,50
25,13.1165099285714,55.9013320714286,3513,67,58,33,19,2256,647,2084,8677
26,12.2777641666667,58.7858365,131,1,4,1,1,23,21,18,200
27,15.65259925,62.66371075,16,0,0,0,0,1,1,1,19
28,13.190291,63.4988545,89,16,1,0,0,109,8,12,235
29,12.134823,59.6293525,90,2,1,0,0,3,2,1,99
30,17.7229565,64.201048,0,0,0,0,0,0,0,0,0
31,15.846178625,58.063031125,794,22,28,0,2,389,96,105,1436
32,11.8771330277778,57.8004644444444,4637,90,67,50,9,8632,520,1180,15185
33,14.96001625,58.1864558125,240,5,11,0,0,58,12,74,400
34,12.7597134444444,58.0501567222222,835,6,15,4,2,243,160,102,1367
35,17.202483,66.3823185,4,0,0,0,0,20,1,0,25
36,18.392183,63.413379,208,6,4,0,0,33,8,40,299
37,19.197456,65.65933,50,2,4,0,0,28,20,12,116
38,12.970739,59.5412543,165,5,2,1,0,44,18,16,251
39,14.1985661111111,58.6860156666667,320,1,3,0,1,104,27,40,496
40,18.02042625,59.3589332692308,16569,266,262,135,71,15647,3994,2043,38987
41,18.4283835,60.386705,18,1,0,0,0,4,3,3,29
42,22.5946015,66.489606,1,0,0,63,0,5,0,0,69
43,23.51346,66.513206,1,0,0,49,0,0,0,1,51
44,16.1008347,59.98051575,316,1,8,0,0,30,32,48,435
45,12.589850875,56.615849,475,11,8,2,1,474,34,112,1117
46,13.49591,62.690143,16,0,0,0,0,2,0,0,18
47,18.967192,63.964269,0,0,0,0,0,0,0,0,0
48,21.254209,66.047773,130,1,6,52,0,47,9,69,314
49,16.43840925,61.1213545,138,1,0,0,0,13,9,9,170
50,13.415557,57.3881655,122,2,1,1,1,70,11,19,227
51,16.715886,57.1583203333333,140,8,5,1,2,10,5,10,181
52,15.58905225,60.423136875,320,2,6,1,1,298,29,37,694
53,17.2979070833333,59.3251461666667,770,5,7,2,2,172,39,82,1079
54,14.39066875,59.62487075,116,2,0,2,0,25,3,20,168
55,13.6244826,59.4685884,707,3,17,1,0,112,31,201,1072
56,15.9208175,64.6821585,17,0,0,0,0,9,0,0,26
57,15.5251085,57.3067511,152,1,0,0,2,25,18,23,221
58,15.76367425,56.5748161666667,649,12,16,5,5,289,1382,135,2493
59,17.0336955,60.0655055,39,0,1,0,0,7,1,4,52
60,16.3933022,59.2908482,1531,19,20,7,6,535,74,165,2357
61,15.842093,58.93731075,29,0,0,0,0,5,2,2,38
62,13.372952375,58.428242,208,1,2,0,1,30,15,22,279
63,14.0279448,57.8808961,796,15,10,0,1,185,73,105,1185
64,12.431369,57.3062655,271,2,3,0,0,104,20,22,422
65,13.591122,60.0908275,12,0,0,0,0,5,10,1,28
66,19.4656435,67.198665,11,1,1,134,0,3,1,0,151
67,14.899423125,60.336809125,169,1,4,0,0,33,10,16,233
68,13.8182933333333,56.8326863333333,177,2,4,1,0,26,6,25,241
69,17.3456675,58.6664325,198,1,2,0,1,48,11,12,273
70,18.661315,57.696298,1068,9,19,4,2,424,60,133,1719
71,13.7429415,62.164232,51,0,2,52,0,8,9,1,123
72,17.8621406666667,62.7151231666667,206,3,1,1,0,17,16,24,268
73,13.8097530833333,55.67400825,196,2,3,2,0,90,16,26,335
74,14.618906,57.46246425,76,1,1,0,0,21,2,6,107
75,23.754817,65.748327,2,0,0,34,0,0,1,0,37
76,17.0541605,61.91692925,196,0,1,1,0,15,14,12,239
77,18.6875185,66.9073215,31,6,6,12,0,19,2,2,78
78,23.0083025,65.7634915,146,2,0,69,0,27,4,9,257
79,15.008784625,56.216097125,262,5,4,0,4,36,21,11,343
80,20.592823,68.207941,67,2,0,221,1,50,20,16,377
81,14.1914965,63.802911,54,0,2,0,1,6,0,1,64
82,15.5396215,61.913626,11,1,0,0,0,59,4,11,86
83,22.2299115,65.691135,513,4,14,79,1,140,46,63,860
84,18.41001,64.6515525,8,0,0,0,0,2,2,1,13
85,11.3009169,58.4381282,117,2,0,1,0,54,7,5,186
86,16.6437,56.338615,24,2,0,0,0,4,1,2,33
87,18.779528,65.254725,2,0,0,0,0,5,1,10,18
88,13.2047113333333,60.7470671666667,83,3,0,1,3,80,11,19,200
89,14.49532575,61.23252625,63,1,1,1,0,9,8,4,87
90,19.60184875,63.71098225,13,0,0,1,0,1,0,1,16
91,16.6828192,58.4778727,671,16,7,0,1,151,40,48,934
92,19.0380985,59.752392,384,6,4,7,1,52,20,32,506
93,19.52258775,64.66367425,0,0,0,0,0,0,1,1,2
94,15.52567125,61.25994825,27,0,0,0,0,50,9,2,88
95,22.867224,67.406884,5,0,0,175,0,1,3,1,185
96,21.0645695,65.281744,159,3,4,57,0,65,1,10,299
97,16.110442,63.1616565,0,0,0,0,0,1,0,1,2
98,20.677042375,63.90647775,441,2,6,65,0,166,83,113,876
99,17.1928605,61.287574,154,0,2,0,0,29,168,27,380
100,16.5702605,60.48991,353,1,3,3,1,42,18,26,447
101,14.3815795,55.559747,40,0,0,0,0,10,2,8,60
102,20.7074715,64.745622,202,3,2,95,2,86,33,11,434
103,13.07483675,55.32996025,198,5,3,2,0,352,9,38,607
104,16.9236905,63.441999,41,1,2,0,0,7,3,0,54
105,16.42626025,65.5655105,30,0,0,0,0,16,6,0,52
106,11.033549,58.9541845,3,0,1,0,0,9,15,2,30
107,15.185727,64.2329895,1,0,0,0,0,4,0,0,5
108,17.242557,62.516543,372,11,10,1,0,138,87,33,652
109,17.776644,59.9583985,1336,12,20,3,1,715,82,122,2291
110,18.9564565,59.1866635,97,3,35,2,0,56,3,4,200
111,16.669393,57.8294575,18,1,1,0,0,3,2,4,29
112,14.8548775,56.918339,659,11,10,0,1,665,218,161,1725
113,14.2689575,60.460521,10,0,0,0,0,0,0,1,11
114,14.7512865,68.606516625,0,1,29,0,0,30,12,4,76
115,9.724856875,63.4687084375,0,3,18,0,0,10,1,2,34
116,6.73181446153846,62.5395995,9,17,125,1,0,99,19,23,293
117,5.87158594444444,62.2590107777778,0,6,38,0,0,16,44,5,109
118,10.8883969848485,59.8866790606061,267,687,4359,19,43,6250,1605,1696,14926
119,10.1446284761905,59.5121462380952,27,43,312,0,2,351,90,76,901
120,10.8175481666667,59.2122598333333,20,50,351,0,2,687,102,87,1299
121,10.4128548125,61.0178211875,6,16,154,0,1,168,45,39,429
122,5.1585125,60.53833909375,31,82,748,0,6,875,506,148,2396
123,9.16359175,60.9286836666667,0,3,20,0,0,10,1,1,35
124,10.6299390555556,63.9711670555556,0,32,140,0,0,6,1,0,179
125,8.292863875,60.630435,24,3,18,0,0,44,7,34,130
126,8.13419820833333,58.3941322916667,6,20,124,1,0,187,37,19,394
127,11.5197590714286,60.8539586428571,8,15,66,1,1,102,44,38,275
128,7.67429683333333,61.2772843333333,0,0,6,0,0,53,10,5,74
129,11.563961,59.4495889285714,4,5,55,0,0,39,2,4,109
130,7.31633816666667,58.392349,3,1,47,0,0,19,4,11,85
131,11.97512975,60.2762093333333,0,2,18,0,0,6,2,6,34
132,12.3426132,65.8296867,0,1,3,0,0,6,0,4,14
133,23.202575,70.0481815,0,0,3,57,0,29,2,2,93
134,10.7411086666667,62.2760276666667,2,0,4,0,0,2,2,0,10
135,15.724821,68.730682875,0,0,5,1,0,12,12,1,31
136,5.08623733333333,61.38162625,0,3,11,0,1,44,4,3,66
137,8.3145834,63.2580517,0,1,11,0,0,2,2,1,17
138,7.0733789,60.5201917,0,1,6,0,0,33,35,7,82
139,7.5410824,62.97242,3,10,75,1,0,29,2,11,131
