"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,5,317,10,1,28,384,157,51,953
2,9.51589744444444,55.4110941111111,20,394,14,3,2,234,177,49,893
3,9.88525016666667,57.0638338333333,20,442,25,1,1,421,83,96,1089
4,10.107444375,56.1718329375,9,641,21,7,2,1124,173,106,2083
5,9.39475316666667,56.2282926666667,1,113,3,1,0,93,47,14,272
6,12.3813014634146,55.7151783536585,247,3837,168,28,35,6863,1945,944,14067
7,8.63262825,55.73069375,6,131,4,0,0,265,84,60,550
8,15.05214325,55.23235875,1,45,0,0,0,41,10,5,102
9,11.7462085,55.279210875,6,226,7,0,1,189,259,43,731
10,10.4154805,57.4606995,0,9,6,0,0,32,12,1,60
11,8.649643,56.6895867857143,0,116,4,0,0,222,70,19,431
12,11.3490285,55.78039975,0,33,5,0,0,18,6,3,65
13,11.027705,57.263521,0,3,0,0,0,20,1,0,24
14,11.2665025,54.816726,0,13,4,0,0,14,7,4,42
15,10.9399305,56.516157,1,8,0,0,0,18,0,7,34
16,10.6567635,55.883821,0,8,0,0,0,3,3,2,16
17,8.856682,55.0631655,0,8,0,0,0,13,8,4,33
18,9.3581675,56.833725,0,4,0,0,0,3,0,2,9
19,15.1834177222222,59.2446665,723,11,12,3,1,421,66,175,1412
20,14.910717,63.131001,121,3,18,1,0,49,23,14,229
21,14.3035100714286,56.3750567142857,351,7,7,0,1,66,28,20,480
22,13.246262,61.649499,5,1,0,0,0,0,1,0,7
23,17.63062,60.6220141666667,556,5,7,2,2,90,38,58,758
24,20.732045,65.762053,16,0,0,11,0,0,3,0,30
25,13.1165099285714,55.9013320714286,2740,48,40,14,8,1991,1134,1410,7385
26,12.2777641666667,58.7858365,123,4,3,0,0,49,18,12,209
27,15.65259925,62.66371075,14,2,0,0,0,2,2,1,21
28,13.190291,63.4988545,21,1,2,0,0,11,2,2,39
29,12.134823,59.6293525,16,0,0,0,0,10,1,2,29
30,17.7229565,64.201048,2,0,0,1,0,0,0,0,3
31,15.846178625,58.063031125,701,27,8,2,0,334,67,59,1198
32,11.8771330277778,57.8004644444444,3728,57,39,102,9,2936,428,447,7746
33,14.96001625,58.1864558125,154,1,1,0,1,40,41,20,258
34,12.7597134444444,58.0501567222222,945,14,26,9,0,210,73,130,1407
