"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,1,182,7,0,1,194,122,53,560
2,9.51589744444444,55.4110941111111,3,173,9,0,0,167,82,47,481
3,9.88525016666667,57.0638338333333,3,151,6,1,0,113,67,34,375
4,10.107444375,56.1718329375,8,390,14,1,1,486,151,84,1135
5,9.39475316666667,56.2282926666667,0,54,4,0,0,49,14,4,125
6,12.3813014634146,55.7151783536585,91,2187,85,5,7,3121,724,870,7090
7,8.63262825,55.73069375,1,85,4,0,1,184,21,21,317
8,15.05214325,55.23235875,0,23,1,0,0,331,0,0,355
9,11.7462085,55.279210875,3,135,4,1,1,113,88,30,375
10,10.4154805,57.4606995,0,4,1,0,0,63,3,3,74
11,8.649643,56.6895867857143,0,51,1,0,0,18,4,6,80
12,11.3490285,55.78039975,0,44,4,0,0,9,2,3,62
13,11.027705,57.263521,0,2,0,0,0,0,0,0,2
14,11.2665025,54.816726,1,20,0,0,0,7,1,0,29
15,10.9399305,56.516157,0,2,1,0,0,2,0,0,5
16,10.6567635,55.883821,0,2,1,0,0,9,0,0,12
17,8.856682,55.0631655,0,1,0,0,0,1,3,0,5
18,9.3581675,56.833725,0,1,0,0,0,4,0,0,5
19,15.1834177222222,59.2446665,692,6,10,0,0,359,62,62,1191
20,14.910717,63.131001,70,0,1,0,0,39,2,7,119
21,14.3035100714286,56.3750567142857,162,2,2,0,1,54,9,20,250
22,13.246262,61.649499,1,0,0,0,0,0,0,0,1
23,17.63062,60.6220141666667,364,1,3,0,0,83,26,59,536
24,20.732045,65.762053,1,0,0,7,0,1,0,0,9
25,13.1165099285714,55.9013320714286,1678,35,21,3,2,1017,225,207,3188
26,12.2777641666667,58.7858365,35,1,1,0,0,5,9,2,53
27,15.65259925,62.66371075,6,0,1,0,0,2,0,6,15
28,13.190291,63.4988545,14,2,0,0,0,12,0,4,32
29,12.134823,59.6293525,4,0,1,0,0,2,0,2,9
30,17.7229565,64.201048,0,0,0,0,0,1,0,1,2
31,15.846178625,58.063031125,290,6,1,1,0,175,63,33,569
32,11.8771330277778,57.8004644444444,1905,46,31,11,12,4352,141,247,6745
33,14.96001625,58.1864558125,125,0,5,0,0,30,2,11,173
34,12.7597134444444,58.0501567222222,377,3,4,2,0,153,116,67,722
35,17.202483,66.3823185,0,0,0,0,0,0,0,0,0
36,18.392183,63.413379,142,2,0,0,0,10,7,18,179
37,19.197456,65.65933,3,0,0,0,0,1,0,0,4
38,12.970739,59.5412543,86,1,1,0,0,12,4,9,113
39,14.1985661111111,58.6860156666667,127,0,2,0,0,31,13,18,191
40,18.02042625,59.3589332692308,8701,132,110,42,12,4914,1491,997,16399
41,18.4283835,60.386705,2,0,1,0,0,0,0,1,4
42,22.5946015,66.489606,0,0,0,24,0,1,0,0,25
43,23.51346,66.513206,6,0,0,15,0,0,8,2,31
44,16.1008347,59.98051575,128,1,4,1,0,25,5,21,185
45,12.589850875,56.615849,247,3,2,0,0,157,19,45,473
46,13.49591,62.690143,1,0,0,0,0,0,0,0,1
47,18.967192,63.964269,0,0,0,0,0,0,0,0,0
48,21.254209,66.047773,18,0,2,33,0,9,2,8,72
49,16.43840925,61.1213545,46,2,0,0,0,9,3,13,73
50,13.415557,57.3881655,104,3,1,1,0,28,6,7,150
51,16.715886,57.1583203333333,45,0,1,0,0,7,4,2,59
52,15.58905225,60.423136875,189,1,2,1,0,71,11,28,303
53,17.2979070833333,59.3251461666667,292,3,3,7,0,87,12,55,459
54,14.39066875,59.62487075,34,0,2,1,0,6,3,7,53
55,13.6244826,59.4685884,304,1,8,0,1,36,10,115,475
56,15.9208175,64.6821585,2,0,0,0,0,0,0,0,2
57,15.5251085,57.3067511,79,0,0,0,0,2,11,4,96
58,15.76367425,56.5748161666667,336,2,3,1,2,75,275,44,738
59,17.0336955,60.0655055,5,0,0,0,0,1,3,1,10
60,16.3933022,59.2908482,720,11,9,13,0,180,31,87,1051
61,15.842093,58.93731075,8,0,0,0,0,11,3,0,22
62,13.372952375,58.428242,135,0,0,0,0,13,13,14,175
63,14.0279448,57.8808961,308,9,6,0,1,53,18,43,438
64,12.431369,57.3062655,188,5,0,0,0,33,5,18,249
65,13.591122,60.0908275,8,0,0,0,0,1,1,0,10
66,19.4656435,67.198665,5,0,1,56,0,5,6,0,73
67,14.899423125,60.336809125,41,1,0,1,0,19,5,4,71
68,13.8182933333333,56.8326863333333,71,0,0,0,0,21,6,6,104
69,17.3456675,58.6664325,111,0,3,0,0,19,4,9,146
