"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,2,165,5,0,5,213,66,37,493
2,9.51589744444444,55.4110941111111,2,134,3,0,0,83,87,15,324
3,9.88525016666667,57.0638338333333,2,178,11,0,1,100,24,46,362
4,10.107444375,56.1718329375,5,213,14,0,6,376,36,56,706
5,9.39475316666667,56.2282926666667,0,34,2,2,0,29,13,8,88
6,12.3813014634146,55.7151783536585,81,1368,67,10,7,1932,800,434,4699
7,8.63262825,55.73069375,0,63,2,1,0,126,32,3,227
8,15.05214325,55.23235875,0,17,1,0,0,19,0,4,41
9,11.7462085,55.279210875,0,62,5,0,0,166,208,12,453
10,10.4154805,57.4606995,0,7,0,0,0,6,0,0,13
11,8.649643,56.6895867857143,1,6,1,0,0,20,3,5,36
12,11.3490285,55.78039975,0,6,4,0,0,13,0,3,26
13,11.027705,57.263521,0,0,0,0,0,1,0,3,4
14,11.2665025,54.816726,2,16,0,0,0,4,1,1,24
15,10.9399305,56.516157,0,4,4,0,0,0,0,0,8
16,10.6567635,55.883821,0,1,0,0,0,0,0,0,1
17,8.856682,55.0631655,1,3,0,0,0,4,0,1,9
18,9.3581675,56.833725,0,1,0,0,0,8,5,1,15
19,15.1834177222222,59.2446665,668,1,2,2,0,433,43,163,1312
20,14.910717,63.131001,61,1,1,0,2,27,9,5,106
21,14.3035100714286,56.3750567142857,156,0,1,0,0,29,7,8,201
22,13.246262,61.649499,5,0,0,0,0,2,0,0,7
23,17.63062,60.6220141666667,258,3,4,0,0,34,23,23,345
24,20.732045,65.762053,10,0,0,7,0,0,0,0,17
25,13.1165099285714,55.9013320714286,1325,34,17,9,4,676,300,443,2808
26,12.2777641666667,58.7858365,39,1,3,0,0,6,4,1,54
27,15.65259925,62.66371075,0,0,0,0,1,3,1,0,5
28,13.190291,63.4988545,45,1,0,2,5,23,1,3,80
29,12.134823,59.6293525,14,0,0,0,0,4,0,1,19
30,17.7229565,64.201048,0,0,0,0,0,0,0,0,0
31,15.846178625,58.063031125,326,9,8,0,0,107,40,32,522
32,11.8771330277778,57.8004644444444,1406,42,38,4,7,882,214,1037,3630
33,14.96001625,58.1864558125,92,1,1,0,1,22,5,8,130
34,12.7597134444444,58.0501567222222,318,7,5,4,2,94,20,46,496
35,17.202483,66.3823185,4,0,0,0,0,5,3,1,13
36,18.392183,63.413379,67,4,4,0,0,7,7,7,96
37,19.197456,65.65933,0,0,0,0,0,0,0,0,0
38,12.970739,59.5412543,67,0,0,0,1,16,4,7,95
39,14.1985661111111,58.6860156666667,95,1,3,0,0,27,10,19,155
40,18.02042625,59.3589332692308,5336,78,91,33,20,3299,1059,627,10543
