"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,5,315,14,1,1,451,170,109,1066
2,9.51589744444444,55.4110941111111,11,448,21,0,1,594,152,87,1314
3,9.88525016666667,57.0638338333333,12,339,28,0,3,649,165,155,1351
4,10.107444375,56.1718329375,19,614,29,8,5,990,117,220,2002
5,9.39475316666667,56.2282926666667,2,157,19,1,0,132,47,14,372
6,12.3813014634146,55.7151783536585,304,3359,176,33,33,5969,2521,990,13385
7,8.63262825,55.73069375,17,167,17,1,2,319,116,35,674
8,15.05214325,55.23235875,8,97,10,0,0,50,6,6,177
9,11.7462085,55.279210875,4,296,9,0,1,348,118,34,810
10,10.4154805,57.4606995,2,44,9,0,1,39,9,5,109
11,8.649643,56.6895867857143,1,83,3,1,0,160,18,12,278
12,11.3490285,55.78039975,1,100,16,0,0,88,26,12,243
13,11.027705,57.263521,0,4,3,0,0,0,5,3,15
14,11.2665025,54.816726,5,57,11,3,0,34,28,8,146
15,10.9399305,56.516157,2,21,3,0,0,112,4,38,180
16,10.6567635,55.883821,1,11,4,0,0,7,20,2,45
17,8.856682,55.0631655,0,14,0,0,0,10,9,6,39
18,9.3581675,56.833725,0,2,0,0,0,10,33,1,46
19,15.1834177222222,59.2446665,792,12,31,5,3,321,86,245,1495
20,14.910717,63.131001,224,1,11,0,0,50,50,17,353
21,14.3035100714286,56.3750567142857,475,9,5,2,0,123,48,26,688
22,13.246262,61.649499,17,2,0,0,0,11,2,1,33
23,17.63062,60.6220141666667,691,12,17,2,2,153,36,89,1002
24,20.732045,65.762053,10,1,2,13,0,5,2,0,33
25,13.1165099285714,55.9013320714286,3093,71,81,13,5,1879,1202,1189,7533
26,12.2777641666667,58.7858365,143,1,5,0,0,28,46,7,230
27,15.65259925,62.66371075,16,0,0,1,0,8,3,0,28
28,13.190291,63.4988545,77,10,6,0,0,29,9,7,138
29,12.134823,59.6293525,22,1,3,0,0,31,8,10,75
30,17.7229565,64.201048,5,0,0,0,0,0,2,0,7
31,15.846178625,58.063031125,496,13,6,22,0,460,91,69,1157
32,11.8771330277778,57.8004644444444,4444,47,87,96,6,3061,810,607,9158
33,14.96001625,58.1864558125,272,3,4,0,1,53,47,17,397
34,12.7597134444444,58.0501567222222,921,10,11,1,0,328,100,193,1564
35,17.202483,66.3823185,0,0,0,0,0,0,0,0,0
36,18.392183,63.413379,241,4,4,0,2,43,14,27,335
37,19.197456,65.65933,3,0,0,0,0,11,4,0,18
38,12.970739,59.5412543,152,5,5,4,0,69,28,32,295
39,14.1985661111111,58.6860156666667,425,8,7,2,0,60,40,36,578
40,18.02042625,59.3589332692308,12736,159,251,71,20,7283,1924,1538,23982
41,18.4283835,60.386705,91,1,0,0,0,9,4,5,110
42,22.5946015,66.489606,46,0,3,53,0,3,2,4,111
43,23.51346,66.513206,1,0,0,48,0,15,0,0,64
44,16.1008347,59.98051575,297,0,5,0,0,73,16,21,412
45,12.589850875,56.615849,783,24,19,2,1,526,66,113,1534
46,13.49591,62.690143,10,0,0,0,0,4,1,3,18
47,18.967192,63.964269,2,0,0,0,0,0,0,0,2
48,21.254209,66.047773,45,0,1,83,0,13,7,5,154
49,16.43840925,61.1213545,128,1,1,1,0,11,27,9,178
50,13.415557,57.3881655,82,5,2,0,0,51,96,47,283
51,16.715886,57.1583203333333,176,11,6,0,2,105,27,10,337
52,15.58905225,60.423136875,403,5,25,2,0,112,40,31,618
53,17.2979070833333,59.3251461666667,591,4,8,7,0,214,44,68,936
54,14.39066875,59.62487075,101,1,3,0,0,25,13,11,154
55,13.6244826,59.4685884,540,4,6,0,0,95,10,40,695
56,15.9208175,64.6821585,12,0,0,0,0,21,4,3,40
57,15.5251085,57.3067511,134,8,6,0,0,53,26,53,280
58,15.76367425,56.5748161666667,757,11,23,4,3,869,386,254,2307
59,17.0336955,60.0655055,30,0,0,0,0,0,0,3,33
60,16.3933022,59.2908482,1255,13,10,6,2,618,117,192,2213
61,15.842093,58.93731075,61,2,0,0,0,3,4,3,73
62,13.372952375,58.428242,290,1,8,0,0,63,39,33,434
63,14.0279448,57.8808961,805,12,15,1,0,138,56,69,1096
64,12.431369,57.3062655,368,6,6,0,0,103,19,108,610
65,13.591122,60.0908275,68,0,1,0,0,3,7,7,86
66,19.4656435,67.198665,22,0,2,124,0,8,6,2,164
67,14.899423125,60.336809125,184,2,4,0,0,58,61,18,327
68,13.8182933333333,56.8326863333333,100,4,1,0,0,26,36,10,177
69,17.3456675,58.6664325,222,2,4,3,0,38,18,22,309
70,18.661315,57.696298,767,20,27,2,3,305,53,102,1279
71,13.7429415,62.164232,44,0,1,62,1,2,4,5,119
72,17.8621406666667,62.7151231666667,214,5,3,0,0,123,10,22,377
73,13.8097530833333,55.67400825,359,7,7,2,0,177,55,39,646
74,14.618906,57.46246425,21,0,0,0,0,191,32,15,259
75,23.754817,65.748327,11,0,0,36,0,2,1,0,50
76,17.0541605,61.91692925,164,3,3,0,3,30,8,12,223
77,18.6875185,66.9073215,15,0,1,16,0,5,1,7,45
78,23.0083025,65.7634915,37,2,0,51,0,7,0,1,98
79,15.008784625,56.216097125,148,4,4,1,0,88,25,7,277
80,20.592823,68.207941,66,1,1,242,0,23,5,3,341
81,14.1914965,63.802911,24,1,0,0,0,11,2,2,40
82,15.5396215,61.913626,45,0,0,0,0,13,3,2,63
83,22.2299115,65.691135,573,6,9,82,1,133,36,52,892
84,18.41001,64.6515525,61,0,0,0,0,1,2,0,64
85,11.3009169,58.4381282,482,20,18,2,0,90,23,31,666
86,16.6437,56.338615,71,4,0,1,0,27,11,3,117
87,18.779528,65.254725,3,0,0,0,0,9,0,0,12
88,13.2047113333333,60.7470671666667,92,0,1,0,0,21,5,17,136
89,14.49532575,61.23252625,67,2,2,0,0,14,13,7,105
90,19.60184875,63.71098225,29,0,0,0,0,9,14,2,54
91,16.6828192,58.4778727,586,8,8,5,1,150,54,47,859
92,19.0380985,59.752392,367,16,4,1,0,102,25,34,549
93,19.52258775,64.66367425,7,0,0,0,0,3,0,0,10
94,15.52567125,61.25994825,65,1,0,0,1,42,13,7,129
95,22.867224,67.406884,7,0,0,127,0,29,8,0,171
96,21.0645695,65.281744,160,4,5,53,0,20,15,4,261
97,16.110442,63.1616565,13,0,0,0,0,1,0,0,14
98,20.677042375,63.90647775,423,3,4,67,0,97,36,56,686
99,17.1928605,61.287574,58,0,0,0,1,9,1,5,74
100,16.5702605,60.48991,147,2,1,0,0,35,9,12,206
101,14.3815795,55.559747,177,5,4,1,0,43,13,21,264
102,20.7074715,64.745622,302,4,2,93,1,271,15,30,718
103,13.07483675,55.32996025,236,4,4,1,0,97,34,36,412
104,16.9236905,63.441999,54,2,2,0,0,6,2,2,68
105,16.42626025,65.5655105,23,0,2,0,0,4,2,2,33
106,11.033549,58.9541845,69,4,18,0,0,12,31,4,138
107,15.185727,64.2329895,39,1,1,0,0,6,5,3,55
108,17.242557,62.516543,535,25,18,23,0,248,73,31,953
109,17.776644,59.9583985,816,4,11,1,0,331,247,75,1485
110,18.9564565,59.1866635,213,4,10,0,1,110,41,35,414
111,16.669393,57.8294575,40,3,0,0,0,22,14,2,81
112,14.8548775,56.918339,537,11,7,2,0,187,43,49,836
113,14.2689575,60.460521,5,0,0,0,0,2,1,0,8
114,14.7512865,68.606516625,4,8,39,0,1,138,31,20,241
115,9.724856875,63.4687084375,2,6,33,0,0,15,13,5,74
116,6.73181446153846,62.5395995,12,13,100,2,1,155,81,29,393
117,5.87158594444444,62.2590107777778,41,6,34,0,0,33,26,4,144
118,10.8883969848485,59.8866790606061,161,498,2788,10,16,4949,1229,1328,10979
119,10.1446284761905,59.5121462380952,20,60,375,1,2,313,134,74,979
120,10.8175481666667,59.2122598333333,5,15,199,2,1,156,68,37,483
121,10.4128548125,61.0178211875,12,25,122,4,1,106,34,23,327
122,5.1585125,60.53833909375,10,47,330,6,2,953,343,92,1783
123,9.16359175,60.9286836666667,4,7,31,1,0,111,3,18,175
124,10.6299390555556,63.9711670555556,0,52,74,0,0,4,0,1,131
125,8.292863875,60.630435,6,7,68,0,0,21,4,2,108
