"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,9,535,27,0,1,468,150,60,1250
2,9.51589744444444,55.4110941111111,6,444,27,0,1,468,419,80,1445
3,9.88525016666667,57.0638338333333,14,559,25,0,0,402,206,112,1318
4,10.107444375,56.1718329375,27,905,46,1,3,1380,334,214,2910
5,9.39475316666667,56.2282926666667,1,103,6,0,0,135,95,15,355
6,12.3813014634146,55.7151783536585,240,5430,248,18,33,6952,1667,1199,15787
7,8.63262825,55.73069375,3,209,10,0,0,383,42,35,682
8,15.05214325,55.23235875,2,157,9,0,0,695,5,16,884
9,11.7462085,55.279210875,4,361,15,0,0,517,197,59,1153
10,10.4154805,57.4606995,2,14,1,0,0,30,1,13,61
11,8.649643,56.6895867857143,7,33,4,0,0,99,9,7,159
12,11.3490285,55.78039975,2,63,7,0,0,84,5,12,173
13,11.027705,57.263521,1,0,0,0,0,0,0,0,1
14,11.2665025,54.816726,2,36,1,0,0,19,6,7,71
15,10.9399305,56.516157,0,22,1,0,0,9,0,0,32
16,10.6567635,55.883821,0,8,1,0,0,3,0,3,15
17,8.856682,55.0631655,0,8,0,0,0,5,1,2,16
18,9.3581675,56.833725,0,1,0,0,0,14,0,1,16
19,15.1834177222222,59.2446665,1454,16,22,4,2,440,112,185,2235
20,14.910717,63.131001,103,1,1,0,0,72,21,14,212
21,14.3035100714286,56.3750567142857,298,5,7,0,1,126,34,41,512
22,13.246262,61.649499,11,0,0,0,0,9,3,0,23
23,17.63062,60.6220141666667,858,2,8,1,1,206,53,82,1211
24,20.732045,65.762053,16,0,0,13,0,0,1,1,31
25,13.1165099285714,55.9013320714286,4171,59,70,23,9,2825,1128,640,8925
26,12.2777641666667,58.7858365,126,1,0,1,0,17,17,15,177
27,15.65259925,62.66371075,35,0,0,0,0,2,0,9,46
28,13.190291,63.4988545,67,4,1,0,0,11,2,2,87
29,12.134823,59.6293525,22,1,8,0,0,4,3,4,42
30,17.7229565,64.201048,0,0,0,0,0,0,0,0,0
31,15.846178625,58.063031125,878,18,10,1,0,520,63,103,1593
32,11.8771330277778,57.8004644444444,4831,124,75,22,17,9520,444,508,15541
33,14.96001625,58.1864558125,211,3,2,2,1,43,44,34,340
34,12.7597134444444,58.0501567222222,758,6,8,0,0,424,249,174,1619
35,17.202483,66.3823185,17,0,0,0,0,2,2,4,25
36,18.392183,63.413379,310,6,7,1,1,34,16,42,417
37,19.197456,65.65933,2,0,0,0,0,1,0,0,3
38,12.970739,59.5412543,209,2,4,1,0,22,14,11,263
39,14.1985661111111,58.6860156666667,347,2,4,1,1,104,28,45,532
40,18.02042625,59.3589332692308,21100,288,356,110,43,15943,4671,2384,44895
41,18.4283835,60.386705,17,1,1,0,0,12,6,2,39
42,22.5946015,66.489606,0,0,0,51,0,2,0,0,53
43,23.51346,66.513206,2,0,0,25,0,0,1,0,28
