"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,6,327,17,0,2,295,169,70,886
2,9.51589744444444,55.4110941111111,5,316,10,3,1,275,138,217,965
3,9.88525016666667,57.0638338333333,3,308,9,0,0,319,81,67,787
4,10.107444375,56.1718329375,9,548,13,3,5,1279,224,353,2434
5,9.39475316666667,56.2282926666667,1,108,4,1,0,95,7,7,223
6,12.3813014634146,55.7151783536585,231,3636,196,23,19,4694,1959,940,11698
7,8.63262825,55.73069375,2,194,5,0,0,403,57,39,700
8,15.05214325,55.23235875,1,175,5,0,1,55,6,20,263
9,11.7462085,55.279210875,4,317,8,1,3,420,102,136,991
10,10.4154805,57.4606995,0,15,0,0,0,41,13,17,86
11,8.649643,56.6895867857143,1,47,3,0,0,59,13,9,132
12,11.3490285,55.78039975,2,37,2,0,0,24,16,9,90
13,11.027705,57.263521,0,1,0,0,0,0,0,1,2
14,11.2665025,54.816726,0,35,2,0,0,42,8,2,89
15,10.9399305,56.516157,0,12,1,1,0,47,3,2,66
16,10.6567635,55.883821,0,0,0,0,0,2,0,0,2
17,8.856682,55.0631655,1,0,0,0,0,9,19,1,30
18,9.3581675,56.833725,0,1,0,0,0,9,0,2,12
19,15.1834177222222,59.2446665,878,8,17,11,2,429,87,134,1566
20,14.910717,63.131001,107,1,0,0,1,35,39,11,194
21,14.3035100714286,56.3750567142857,299,5,5,2,1,58,39,77,486
22,13.246262,61.649499,15,0,0,0,0,1,0,1,17
23,17.63062,60.6220141666667,669,5,8,3,1,167,39,66,958
24,20.732045,65.762053,33,1,0,9,0,3,3,5,54
25,13.1165099285714,55.9013320714286,3442,62,59,32,5,1198,709,830,6337
26,12.2777641666667,58.7858365,188,4,4,0,0,38,123,15,372
27,15.65259925,62.66371075,12,0,0,0,0,2,0,1,15
28,13.190291,63.4988545,47,15,15,0,1,27,37,20,162
29,12.134823,59.6293525,12,0,1,0,0,3,0,3,19
30,17.7229565,64.201048,0,0,0,0,0,1,0,0,1
31,15.846178625,58.063031125,659,9,8,2,4,262,54,47,1045
32,11.8771330277778,57.8004644444444,3633,42,44,57,21,2704,652,497,7650
33,14.96001625,58.1864558125,158,5,4,1,0,31,6,19,224
34,12.7597134444444,58.0501567222222,688,9,9,8,3,619,100,220,1656
35,17.202483,66.3823185,3,0,0,0,0,4,6,0,13
36,18.392183,63.413379,115,0,0,0,0,12,5,24,156
37,19.197456,65.65933,0,1,0,0,0,4,3,0,8
38,12.970739,59.5412543,70,1,0,0,1,86,8,64,230
39,14.1985661111111,58.6860156666667,229,5,5,0,0,35,47,59,380
40,18.02042625,59.3589332692308,13602,177,247,123,18,7714,2652,1923,26456
41,18.4283835,60.386705,26,0,0,1,0,13,43,4,87
42,22.5946015,66.489606,0,0,0,39,0,1,1,1,42
43,23.51346,66.513206,0,0,0,24,0,3,3,0,30
44,16.1008347,59.98051575,290,1,2,1,0,92,9,37,432
45,12.589850875,56.615849,508,6,10,1,2,334,38,104,1003
46,13.49591,62.690143,10,0,1,0,0,2,0,1,14
47,18.967192,63.964269,39,0,1,0,0,1,1,3,45
48,21.254209,66.047773,87,3,1,49,0,7,11,17,175
49,16.43840925,61.1213545,195,0,2,0,1,50,16,104,368
50,13.415557,57.3881655,60,2,0,0,0,35,10,39,146
51,16.715886,57.1583203333333,114,4,4,0,0,11,9,7,149
52,15.58905225,60.423136875,299,4,4,0,0,286,16,37,646
53,17.2979070833333,59.3251461666667,656,5,8,10,3,273,73,110,1138
54,14.39066875,59.62487075,124,2,0,0,0,17,11,9,163
55,13.6244826,59.4685884,565,5,6,0,1,185,22,49,833
56,15.9208175,64.6821585,9,0,0,0,0,3,1,0,13
57,15.5251085,57.3067511,98,2,6,1,0,21,5,15,148
58,15.76367425,56.5748161666667,581,5,19,0,4,236,224,144,1213
59,17.0336955,60.0655055,9,0,0,0,0,3,2,3,17
60,16.3933022,59.2908482,2056,13,22,12,2,624,107,240,3076
61,15.842093,58.93731075,30,0,0,0,0,357,17,33,437
62,13.372952375,58.428242,268,9,7,1,0,29,12,19,345
63,14.0279448,57.8808961,571,9,7,3,2,211,107,63,973
64,12.431369,57.3062655,284,4,5,2,1,117,48,19,480
65,13.591122,60.0908275,6,0,0,0,0,1,1,1,9
66,19.4656435,67.198665,12,0,0,98,0,3,1,0,114
67,14.899423125,60.336809125,159,0,0,0,0,51,11,22,243
68,13.8182933333333,56.8326863333333,91,3,1,0,2,31,43,20,191
69,17.3456675,58.6664325,97,0,1,0,0,97,14,16,225
70,18.661315,57.696298,193,8,2,0,0,56,11,44,314
71,13.7429415,62.164232,28,2,1,0,0,5,1,2,39
72,17.8621406666667,62.7151231666667,89,1,1,0,0,72,18,14,195
73,13.8097530833333,55.67400825,205,0,6,1,0,117,9,25,363
74,14.618906,57.46246425,75,1,0,0,0,60,2,13,151
75,23.754817,65.748327,0,0,0,20,0,4,2,0,26
76,17.0541605,61.91692925,121,2,3,0,0,16,4,18,164
77,18.6875185,66.9073215,6,0,0,11,0,2,2,0,21
78,23.0083025,65.7634915,69,1,0,55,0,1,5,4,135
79,15.008784625,56.216097125,173,6,1,0,1,277,21,56,535
80,20.592823,68.207941,73,1,0,170,0,63,20,13,340
81,14.1914965,63.802911,13,0,0,1,0,2,0,1,17
82,15.5396215,61.913626,31,0,0,1,0,5,5,6,48
83,22.2299115,65.691135,901,5,7,70,0,137,27,49,1196
84,18.41001,64.6515525,20,0,0,1,0,5,7,0,33
85,11.3009169,58.4381282,67,1,0,0,0,25,13,13,119
86,16.6437,56.338615,8,0,0,0,0,1,0,1,10
87,18.779528,65.254725,1,0,0,0,0,0,0,0,1
88,13.2047113333333,60.7470671666667,82,1,0,0,0,42,28,15,168
89,14.49532575,61.23252625,37,0,1,0,0,4,1,8,51
90,19.60184875,63.71098225,33,1,0,0,0,5,2,7,48
91,16.6828192,58.4778727,519,2,9,1,2,254,126,76,989
92,19.0380985,59.752392,97,8,5,3,0,69,24,4,210
93,19.52258775,64.66367425,9,0,0,1,0,1,0,0,11
94,15.52567125,61.25994825,45,2,0,1,0,43,13,5,109
95,22.867224,67.406884,1,0,0,105,0,1,2,0,109
96,21.0645695,65.281744,285,1,3,42,1,68,18,9,427
97,16.110442,63.1616565,0,0,0,0,0,1,0,0,1
98,20.677042375,63.90647775,506,4,10,40,2,167,89,52,870
99,17.1928605,61.287574,33,0,3,0,0,38,7,6,87
