"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,23,383,9,0,0,295,140,53,903
2,9.51589744444444,55.4110941111111,7,301,23,0,3,218,135,85,772
3,9.88525016666667,57.0638338333333,5,330,10,1,1,271,205,68,891
4,10.107444375,56.1718329375,9,540,43,6,4,1250,260,222,2334
5,9.39475316666667,56.2282926666667,0,164,6,0,0,107,8,12,297
6,12.3813014634146,55.7151783536585,184,3033,160,13,31,5095,1653,1198,11367
7,8.63262825,55.73069375,8,153,10,2,0,438,60,39,710
8,15.05214325,55.23235875,4,151,1,0,1,52,7,12,228
9,11.7462085,55.279210875,1,247,4,1,0,267,73,56,649
10,10.4154805,57.4606995,1,14,1,1,0,37,6,4,64
11,8.649643,56.6895867857143,1,63,2,0,0,95,6,17,184
12,11.3490285,55.78039975,0,30,1,0,0,24,19,18,92
13,11.027705,57.263521,0,4,0,0,0,1,0,1,6
14,11.2665025,54.816726,2,15,0,0,0,8,0,2,27
15,10.9399305,56.516157,0,17,1,0,0,29,0,2,49
16,10.6567635,55.883821,0,0,0,0,0,1,0,1,2
17,8.856682,55.0631655,1,4,0,0,0,24,3,15,47
18,9.3581675,56.833725,1,0,0,0,0,10,3,6,20
19,15.1834177222222,59.2446665,858,9,12,1,1,490,81,117,1569
20,14.910717,63.131001,101,0,0,1,0,37,22,16,177
21,14.3035100714286,56.3750567142857,235,2,4,0,0,92,19,21,373
22,13.246262,61.649499,13,0,0,0,0,1,0,0,14
23,17.63062,60.6220141666667,731,7,7,0,3,158,37,76,1019
24,20.732045,65.762053,27,0,0,13,0,4,2,0,46
25,13.1165099285714,55.9013320714286,3304,39,45,16,12,1232,739,827,6214
26,12.2777641666667,58.7858365,160,2,6,0,0,46,28,18,260
27,15.65259925,62.66371075,12,1,0,0,0,1,3,4,21
28,13.190291,63.4988545,55,5,2,0,0,20,32,16,130
29,12.134823,59.6293525,30,3,5,0,0,6,2,2,48
30,17.7229565,64.201048,2,0,0,0,0,0,0,0,2
31,15.846178625,58.063031125,764,4,17,11,3,264,77,84,1224
32,11.8771330277778,57.8004644444444,3938,90,66,52,55,2605,617,569,7992
33,14.96001625,58.1864558125,213,2,3,0,0,49,16,20,303
34,12.7597134444444,58.0501567222222,737,12,13,2,3,419,38,121,1345
35,17.202483,66.3823185,1,0,0,0,0,16,8,1,26
36,18.392183,63.413379,145,2,3,1,0,12,11,15,189
37,19.197456,65.65933,2,1,2,0,0,1,1,0,7
38,12.970739,59.5412543,103,0,0,2,0,60,2,24,191
39,14.1985661111111,58.6860156666667,288,3,1,0,1,43,14,42,392
40,18.02042625,59.3589332692308,14247,169,200,98,14,7381,2645,1916,26670
41,18.4283835,60.386705,46,0,0,3,0,22,92,60,223
42,22.5946015,66.489606,1,0,0,60,0,0,1,1,63
43,23.51346,66.513206,21,0,0,46,0,1,1,1,70
44,16.1008347,59.98051575,416,9,10,1,1,126,22,61,646
45,12.589850875,56.615849,392,5,5,0,3,278,42,90,815
46,13.49591,62.690143,6,0,1,0,0,0,43,5,55
47,18.967192,63.964269,41,0,1,0,0,3,1,3,49
48,21.254209,66.047773,141,2,2,47,0,5,8,15,220
49,16.43840925,61.1213545,216,0,0,0,0,41,12,19,288
50,13.415557,57.3881655,57,0,0,0,0,40,18,33,148
51,16.715886,57.1583203333333,92,3,0,0,0,5,3,8,111
52,15.58905225,60.423136875,402,5,9,3,1,262,28,37,747
53,17.2979070833333,59.3251461666667,659,5,20,5,2,232,63,128,1114
54,14.39066875,59.62487075,88,1,2,1,1,9,8,12,122
55,13.6244826,59.4685884,527,6,8,2,0,139,26,66,774
56,15.9208175,64.6821585,16,0,0,0,1,0,2,1,20
57,15.5251085,57.3067511,121,2,2,1,1,33,5,24,189
58,15.76367425,56.5748161666667,512,10,6,0,4,214,183,115,1044
59,17.0336955,60.0655055,14,1,0,0,0,0,0,3,18
60,16.3933022,59.2908482,1966,22,18,7,4,383,106,191,2697
61,15.842093,58.93731075,22,0,0,0,0,461,16,62,561
62,13.372952375,58.428242,225,3,4,2,0,32,17,18,301
63,14.0279448,57.8808961,517,4,12,3,2,99,59,49,745
64,12.431369,57.3062655,252,0,4,1,0,118,13,20,408
65,13.591122,60.0908275,17,0,0,0,0,0,1,1,19
66,19.4656435,67.198665,19,0,0,129,0,2,2,0,152
67,14.899423125,60.336809125,111,3,0,0,0,60,22,61,257
68,13.8182933333333,56.8326863333333,71,2,0,0,1,81,58,33,246
69,17.3456675,58.6664325,183,0,12,0,0,109,14,25,343
70,18.661315,57.696298,308,6,7,1,1,47,17,50,437
71,13.7429415,62.164232,51,0,1,0,0,41,2,1,96
72,17.8621406666667,62.7151231666667,128,0,2,0,0,93,18,20,261
73,13.8097530833333,55.67400825,300,6,4,2,1,125,31,48,517
74,14.618906,57.46246425,86,1,1,0,0,62,9,8,167
75,23.754817,65.748327,3,0,0,34,0,2,1,0,40
76,17.0541605,61.91692925,104,0,2,0,0,17,2,18,143
77,18.6875185,66.9073215,5,0,1,17,0,6,2,3,34
78,23.0083025,65.7634915,110,0,1,64,0,6,6,4,191
79,15.008784625,56.216097125,255,4,3,1,0,314,37,84,698
80,20.592823,68.207941,70,0,0,208,0,58,52,8,396
81,14.1914965,63.802911,12,0,1,0,0,1,0,1,15
82,15.5396215,61.913626,26,0,1,0,0,4,1,1,33
83,22.2299115,65.691135,763,14,33,99,3,219,29,47,1207
84,18.41001,64.6515525,26,1,0,0,0,3,8,2,40
85,11.3009169,58.4381282,61,0,0,0,0,35,21,9,126
86,16.6437,56.338615,9,1,0,0,0,0,1,1,12
87,18.779528,65.254725,0,0,0,0,0,0,0,0,0
88,13.2047113333333,60.7470671666667,153,10,2,1,0,29,11,12,218
89,14.49532575,61.23252625,32,0,0,0,0,7,1,2,42
90,19.60184875,63.71098225,49,0,2,0,0,10,1,19,81
91,16.6828192,58.4778727,540,7,9,0,0,288,83,67,994
92,19.0380985,59.752392,80,3,3,1,1,66,15,6,175
93,19.52258775,64.66367425,7,0,0,1,0,1,1,0,10
94,15.52567125,61.25994825,35,0,0,0,1,37,8,8,89
95,22.867224,67.406884,2,0,0,153,0,4,6,0,165
96,21.0645695,65.281744,221,1,1,69,1,40,7,7,347
97,16.110442,63.1616565,3,0,0,0,0,0,2,0,5
98,20.677042375,63.90647775,437,5,8,72,0,164,114,73,873
99,17.1928605,61.287574,57,0,2,1,0,20,3,5,88
100,16.5702605,60.48991,139,0,0,0,1,54,8,23,225
101,14.3815795,55.559747,54,0,0,0,0,22,1,8,85
102,20.7074715,64.745622,167,1,2,112,0,66,14,12,374
103,13.07483675,55.32996025,168,0,4,0,0,110,10,44,336
104,16.9236905,63.441999,17,1,1,0,0,2,0,1,22
105,16.42626025,65.5655105,13,0,0,0,0,3,1,0,17
106,11.033549,58.9541845,20,0,1,0,0,3,30,2,56
107,15.185727,64.2329895,6,0,0,0,0,1,0,0,7
108,17.242557,62.516543,651,42,7,7,0,415,30,22,1174
109,17.776644,59.9583985,1139,10,14,11,17,515,428,217,2351
110,18.9564565,59.1866635,112,3,2,0,0,64,8,14,203
111,16.669393,57.8294575,26,0,0,0,0,2,3,7,38
112,14.8548775,56.918339,628,6,10,4,0,96,88,66,898
113,14.2689575,60.460521,7,0,0,0,0,2,2,0,11
114,14.7512865,68.606516625,3,4,9,0,0,34,10,3,63
115,9.724856875,63.4687084375,1,3,29,0,0,38,18,7,96
116,6.73181446153846,62.5395995,1,7,103,0,0,98,63,14,286
117,5.87158594444444,62.2590107777778,2,0,29,0,0,25,10,8,74
118,10.8883969848485,59.8866790606061,194,370,3322,9,13,3829,1311,879,9927
119,10.1446284761905,59.5121462380952,33,57,515,0,0,239,82,69,995
120,10.8175481666667,59.2122598333333,12,37,252,0,3,151,43,83,581
121,10.4128548125,61.0178211875,20,20,299,3,0,118,26,29,515
122,5.1585125,60.53833909375,19,76,652,4,0,440,570,166,1927
123,9.16359175,60.9286836666667,0,1,8,0,1,3,3,2,18
124,10.6299390555556,63.9711670555556,1,8,167,0,0,8,3,3,190
125,8.292863875,60.630435,3,2,21,0,0,25,32,1,84
126,8.13419820833333,58.3941322916667,5,22,200,0,2,108,48,51,436
127,11.5197590714286,60.8539586428571,6,16,104,0,1,61,45,19,252
128,7.67429683333333,61.2772843333333,0,0,10,0,0,40,10,2,62
129,11.563961,59.4495889285714,1,2,29,0,0,81,5,20,138
130,7.31633816666667,58.392349,0,1,5,0,1,4,3,6,20
131,11.97512975,60.2762093333333,0,0,11,0,0,8,1,2,22
132,12.3426132,65.8296867,0,0,2,0,1,22,0,1,26
133,23.202575,70.0481815,2,0,0,63,0,3,1,3,72
134,10.7411086666667,62.2760276666667,0,1,4,0,0,4,1,0,10
135,15.724821,68.730682875,0,1,24,0,0,25,2,2,54
136,5.08623733333333,61.38162625,0,0,0,0,0,83,4,24,111
137,8.3145834,63.2580517,0,1,4,0,0,0,0,0,5
138,7.0733789,60.5201917,0,3,3,0,0,59,96,9,170
139,7.5410824,62.97242,5,4,85,0,0,37,9,8,148
140,9.16874331818182,59.0371408636364,3,8,96,0,0,123,13,14,257
141,5.43120913333333,59.4458112,10,22,249,0,1,183,12,25,502
142,29.9015755,70.35898625,0,1,1,31,0,32,1,2,68
143,6.11065457142857,61.4420138571429,1,3,30,0,0,19,3,2,58
144,16.93245325,68.549908375,0,0,2,0,0,4,1,1,8
145,19.1753825,68.9835801666667,0,0,1,0,0,15,3,3,22
146,9.751645,59.1060115,0,0,23,0,0,15,1,5,44
147,14.513526,66.6658455,0,0,9,0,0,4,1,2,16
148,17.55668425,68.98949125,1,0,10,0,0,7,0,1,19
149,29.065419,70.7061425,0,0,0,0,0,7,0,0,7
150,12.083189875,65.026225875,0,0,2,0,0,0,1,0,3
151,16.4430341666667,68.8409783333333,0,1,5,0,0,33,2,3,44
152,6.32359827272727,58.7423489090909,4,12,118,0,0,168,213,15,530
153,13.7098238333333,67.1524376666667,3,9,70,1,0,88,18,11,200
154,5.6686701,58.7846665,9,33,420,2,0,333,128,59,984
155,7.31649,59.298271,1,3,12,0,0,50,2,2,70
156,9.70977875,62.39279575,0,2,8,0,0,19,0,0,29
157,5.23589225,62.03245925,0,0,1,0,0,5,0,0,6
158,11.9045595,61.974533,0,0,0,0,0,0,0,0,0
159,6.01170314285714,60.2320157857143,0,21,18,0,0,21,8,1,69
160,9.492466,60.2160869166667,0,2,10,0,0,33,2,6,53
161,6.7305145,58.1213525,0,1,9,0,0,5,15,1,31
162,15.6852078333333,67.2118155,0,0,6,0,0,17,2,4,29
163,12.9610503333333,67.8893833333333,0,1,11,0,0,10,1,0,23
164,11.3503723333333,64.5003548333333,0,0,2,0,0,12,1,2,17
165,10.883126,64.864978,0,0,1,0,0,1,1,0,3
166,8.6837998,59.6684197,1,3,16,0,1,14,2,4,41
167,11.390126,65.153664,0,0,0,0,0,0,1,0,1
168,8.8933055,63.9260945,0,0,0,0,0,0,0,0,0
169,11.085525875,63.432017625,4,10,57,0,0,63,30,27,191
170,10.424807375,63.184291375,30,114,662,1,5,895,136,164,2007
171,8.17989383333333,59.2197721666667,0,0,0,0,0,0,0,0,0
172,28.0535205,70.7719175,0,0,0,0,0,5,0,0,5
173,9.632684375,61.5588875,2,0,13,0,0,7,7,0,29
