"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,2,383,14,0,0,397,206,109,1111
2,9.51589744444444,55.4110941111111,3,397,18,0,0,548,235,81,1282
3,9.88525016666667,57.0638338333333,16,579,30,3,0,820,220,146,1814
4,10.107444375,56.1718329375,7,602,21,37,4,1378,148,164,2361
5,9.39475316666667,56.2282926666667,3,142,10,1,0,190,45,14,405
6,12.3813014634146,55.7151783536585,262,4213,182,49,21,7460,2766,1045,15998
7,8.63262825,55.73069375,4,123,4,0,2,385,109,69,696
8,15.05214325,55.23235875,4,87,7,0,1,57,10,19,185
9,11.7462085,55.279210875,4,270,17,2,1,303,186,59,842
10,10.4154805,57.4606995,3,117,10,0,0,107,24,14,275
11,8.649643,56.6895867857143,1,30,5,1,0,95,24,11,167
12,11.3490285,55.78039975,2,77,4,0,0,40,10,11,144
13,11.027705,57.263521,5,0,0,0,0,1,3,2,11
14,11.2665025,54.816726,1,20,11,0,0,12,7,1,52
15,10.9399305,56.516157,4,13,0,0,0,23,4,1,45
16,10.6567635,55.883821,0,13,2,0,0,1,2,1,19
17,8.856682,55.0631655,0,18,1,0,0,21,7,7,54
18,9.3581675,56.833725,0,7,0,0,0,11,0,1,19
19,15.1834177222222,59.2446665,616,9,6,2,0,579,77,99,1388
20,14.910717,63.131001,147,0,1,0,0,49,16,14,227
21,14.3035100714286,56.3750567142857,325,5,3,3,3,127,34,30,530
22,13.246262,61.649499,6,0,0,0,0,8,8,3,25
23,17.63062,60.6220141666667,787,9,9,1,1,154,36,82,1079
24,20.732045,65.762053,11,0,0,19,0,0,1,0,31
25,13.1165099285714,55.9013320714286,3114,52,42,23,6,1783,1253,1014,7287
26,12.2777641666667,58.7858365,118,1,2,0,0,30,47,7,205
27,15.65259925,62.66371075,16,1,0,0,0,0,2,2,21
28,13.190291,63.4988545,39,7,4,2,0,23,290,36,401
29,12.134823,59.6293525,23,0,2,0,0,5,0,2,32
30,17.7229565,64.201048,3,0,0,0,0,0,1,1,5
31,15.846178625,58.063031125,712,22,4,0,0,388,82,70,1278
32,11.8771330277778,57.8004644444444,4152,60,60,45,7,3408,670,721,9123
33,14.96001625,58.1864558125,190,3,2,2,0,115,28,30,370
34,12.7597134444444,58.0501567222222,945,14,7,3,3,250,51,133,1406
35,17.202483,66.3823185,5,0,1,0,0,9,4,2,21
36,18.392183,63.413379,248,5,2,1,0,29,4,30,319
37,19.197456,65.65933,74,1,3,0,0,4,10,3,95
38,12.970739,59.5412543,233,5,4,1,1,88,28,37,397
39,14.1985661111111,58.6860156666667,285,5,7,2,0,65,72,38,474
40,18.02042625,59.3589332692308,15143,234,265,73,39,8525,2560,1711,28550
41,18.4283835,60.386705,21,0,1,0,0,5,2,2,31
42,22.5946015,66.489606,29,0,1,72,0,3,2,1,108
43,23.51346,66.513206,7,0,0,49,0,1,0,1,58
44,16.1008347,59.98051575,188,0,2,0,1,111,19,30,351
45,12.589850875,56.615849,658,7,6,1,1,413,55,101,1242
46,13.49591,62.690143,21,0,0,0,0,3,14,0,38
47,18.967192,63.964269,3,0,0,0,0,0,0,0,3
48,21.254209,66.047773,66,0,1,75,0,9,8,26,185
49,16.43840925,61.1213545,72,0,3,0,1,13,23,11,123
50,13.415557,57.3881655,66,5,3,0,0,34,26,115,249
51,16.715886,57.1583203333333,86,1,3,0,0,44,33,10,177
52,15.58905225,60.423136875,197,4,3,0,1,112,32,19,368
53,17.2979070833333,59.3251461666667,765,15,12,2,2,250,83,121,1250
54,14.39066875,59.62487075,71,1,1,0,0,26,8,13,120
55,13.6244826,59.4685884,411,3,9,2,0,98,24,57,604
56,15.9208175,64.6821585,13,0,0,0,0,1,1,0,15
57,15.5251085,57.3067511,116,11,1,0,1,185,99,259,672
58,15.76367425,56.5748161666667,437,5,10,3,6,992,282,125,1860
59,17.0336955,60.0655055,10,1,1,0,0,7,1,5,25
60,16.3933022,59.2908482,1794,13,18,10,3,515,143,169,2665
61,15.842093,58.93731075,83,2,0,1,0,42,5,2,135
62,13.372952375,58.428242,285,3,8,0,0,40,23,9,368
63,14.0279448,57.8808961,581,4,15,3,1,216,120,70,1010
64,12.431369,57.3062655,239,3,1,1,1,60,11,20,336
65,13.591122,60.0908275,5,0,0,0,0,1,0,0,6
66,19.4656435,67.198665,29,0,1,131,0,9,2,0,172
67,14.899423125,60.336809125,83,6,4,0,0,39,54,11,197
68,13.8182933333333,56.8326863333333,147,2,2,0,0,23,27,15,216
69,17.3456675,58.6664325,361,2,4,1,1,108,25,25,527
70,18.661315,57.696298,389,5,8,0,1,203,26,62,694
71,13.7429415,62.164232,9,0,0,47,0,6,2,5,69
