"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,9,368,10,1,17,552,238,88,1283
2,9.51589744444444,55.4110941111111,7,311,16,0,1,341,85,45,806
3,9.88525016666667,57.0638338333333,9,367,24,1,5,410,113,93,1022
4,10.107444375,56.1718329375,14,826,32,23,2,1637,289,200,3023
5,9.39475316666667,56.2282926666667,0,160,0,4,0,182,39,31,416
6,12.3813014634146,55.7151783536585,294,5117,202,28,18,6082,2462,979,15182
7,8.63262825,55.73069375,14,422,13,0,0,343,145,55,992
8,15.05214325,55.23235875,4,113,1,0,0,28,2,15,163
9,11.7462085,55.279210875,2,270,15,3,6,391,68,43,798
10,10.4154805,57.4606995,1,33,2,0,0,24,11,4,75
11,8.649643,56.6895867857143,0,81,4,0,0,182,12,44,323
12,11.3490285,55.78039975,0,19,0,0,0,26,17,5,67
13,11.027705,57.263521,0,3,0,0,0,1,0,0,4
14,11.2665025,54.816726,1,27,5,1,0,69,7,7,117
15,10.9399305,56.516157,0,12,0,0,0,8,1,0,21
16,10.6567635,55.883821,0,2,0,0,0,0,0,0,2
17,8.856682,55.0631655,1,7,0,0,0,12,18,5,43
18,9.3581675,56.833725,0,5,0,0,0,8,1,0,14
19,15.1834177222222,59.2446665,806,9,10,1,1,647,46,129,1649
20,14.910717,63.131001,164,2,2,0,0,47,35,13,263
21,14.3035100714286,56.3750567142857,337,2,5,1,0,159,26,40,570
22,13.246262,61.649499,18,0,1,0,0,6,2,1,28
23,17.63062,60.6220141666667,740,10,8,3,3,176,49,98,1087
24,20.732045,65.762053,29,0,0,15,0,1,1,0,46
25,13.1165099285714,55.9013320714286,4089,76,59,38,6,2295,1285,1084,8932
26,12.2777641666667,58.7858365,156,3,0,0,0,69,15,12,255
27,15.65259925,62.66371075,13,0,0,0,0,0,2,0,15
28,13.190291,63.4988545,17,6,0,0,0,9,1,1,34
29,12.134823,59.6293525,43,0,1,0,0,3,0,1,48
30,17.7229565,64.201048,5,0,0,0,0,0,0,0,5
31,15.846178625,58.063031125,650,9,9,3,1,251,107,69,1099
32,11.8771330277778,57.8004644444444,6175,98,98,30,9,4625,834,928,12797
33,14.96001625,58.1864558125,213,5,3,0,1,22,19,14,277
34,12.7597134444444,58.0501567222222,850,8,12,9,0,294,84,183,1440
35,17.202483,66.3823185,8,1,0,0,0,0,0,1,10
36,18.392183,63.413379,210,1,2,1,0,19,9,12,254
37,19.197456,65.65933,7,1,0,0,0,2,1,1,12
38,12.970739,59.5412543,126,0,7,7,1,60,8,15,224
39,14.1985661111111,58.6860156666667,357,5,7,1,2,152,85,70,679
40,18.02042625,59.3589332692308,16622,206,269,87,29,10354,3206,2155,32928
41,18.4283835,60.386705,66,0,3,0,0,44,12,11,136
42,22.5946015,66.489606,0,0,0,43,0,1,0,0,44
43,23.51346,66.513206,2,0,0,36,0,1,2,0,41
44,16.1008347,59.98051575,199,2,6,0,0,109,20,32,368
45,12.589850875,56.615849,411,9,10,7,1,398,42,65,943
46,13.49591,62.690143,19,2,0,0,0,2,0,2,25
47,18.967192,63.964269,38,0,1,0,0,1,1,10,51
48,21.254209,66.047773,105,1,1,65,0,25,10,26,233
49,16.43840925,61.1213545,49,0,0,1,0,23,15,4,92
50,13.415557,57.3881655,150,0,2,0,1,47,27,17,244
