"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finnish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,4,226,13,1,0,450,143,61,898
2,9.51589744444444,55.4110941111111,3,207,13,0,0,327,72,47,669
3,9.88525016666667,57.0638338333333,3,214,10,0,0,547,105,61,940
4,10.107444375,56.1718329375,9,440,23,61,0,1014,144,134,1825
5,9.39475316666667,56.2282926666667,1,114,5,1,0,128,8,9,266
6,12.3813014634146,55.7151783536585,222,2904,120,24,16,4056,1991,698,10031
7,8.63262825,55.73069375,5,374,6,1,0,205,99,34,724
8,15.05214325,55.23235875,1,62,2,0,0,61,0,7,133
9,11.7462085,55.279210875,4,146,7,0,0,363,45,28,593
10,10.4154805,57.4606995,0,26,2,0,0,29,6,3,66
11,8.649643,56.6895867857143,0,90,4,1,0,60,7,16,178
12,11.3490285,55.78039975,0,7,0,0,0,17,12,12,48
13,11.027705,57.263521,0,3,0,0,0,2,0,0,5
14,11.2665025,54.816726,0,4,1,0,0,20,3,3,31
15,10.9399305,56.516157,0,5,1,0,0,5,0,0,11
16,10.6567635,55.883821,0,0,0,0,0,1,0,0,1
17,8.856682,55.0631655,0,3,0,0,0,7,2,0,12
18,9.3581675,56.833725,0,1,0,0,0,4,1,0,6
19,15.1834177222222,59.2446665,700,12,7,6,1,309,69,113,1217
20,14.910717,63.131001,100,0,1,0,0,46,4,8,159
21,14.3035100714286,56.3750567142857,243,1,3,0,0,98,28,22,395
22,13.246262,61.649499,10,0,0,0,0,5,2,2,19
23,17.63062,60.6220141666667,720,6,10,1,3,111,55,63,969
24,20.732045,65.762053,21,0,1,13,0,5,2,2,44
25,13.1165099285714,55.9013320714286,2790,65,46,12,7,1256,899,867,5942
26,12.2777641666667,58.7858365,157,1,0,0,0,74,14,15,261
27,15.65259925,62.66371075,10,0,0,0,0,0,4,0,14
28,13.190291,63.4988545,26,5,1,2,0,4,5,1,44
29,12.134823,59.6293525,47,0,1,0,0,1,0,5,54
30,17.7229565,64.201048,2,0,0,0,0,0,0,0,2
31,15.846178625,58.063031125,462,12,8,0,2,231,109,51,875
32,11.8771330277778,57.8004644444444,3170,43,60,35,19,3409,446,504,7686
33,14.96001625,58.1864558125,115,2,0,2,0,27,10,18,174
34,12.7597134444444,58.0501567222222,622,14,5,4,1,292,49,181,1168
35,17.202483,66.3823185,5,0,0,0,0,0,0,1,6
36,18.392183,63.413379,126,3,1,1,0,17,9,17,174
37,19.197456,65.65933,5,0,0,0,0,35,1,5,46
38,12.970739,59.5412543,73,0,4,1,0,38,5,9,130
39,14.1985661111111,58.6860156666667,253,3,2,1,6,30,84,48,427
40,18.02042625,59.3589332692308,12005,152,189,103,20,6622,1935,1530,22556
41,18.4283835,60.386705,32,1,1,0,0,10,0,1,45
42,22.5946015,66.489606,1,0,0,49,0,0,2,0,52
