"lang","date","count"
"Swedish","2016-w44",8
"Swedish","2016-w45",38
"Swedish","2016-w46",44
"Swedish","2016-w47",40
"Swedish","2016-w48",93
"Swedish","2016-w49",93
"Swedish","2016-w50",59
"Swedish","2016-w51",26
"Swedish","2016-w52",207
"Swedish","2017-w01",325
"Swedish","2017-w02",354
"Swedish","2017-w03",107
"Swedish","2017-w04",148
"Swedish","2017-w05",83
"Swedish","2017-w06",175
"Swedish","2017-w07",137
"Swedish","2017-w08",203
"Swedish","2017-w09",143
"Swedish","2017-w10",93
"Swedish","2017-w11",138
"Swedish","2017-w12",119
"Swedish","2017-w13",62
"Swedish","2017-w14",26
"Swedish","2017-w15",116
"Swedish","2017-w16",34
"Swedish","2017-w17",23
"Swedish","2017-w18",21
"Swedish","2017-w19",37
"Swedish","2017-w20",18
"Swedish","2017-w21",15
"Swedish","2017-w22",23
"Swedish","2017-w23",13
"Swedish","2017-w24",21
"Swedish","2017-w25",37
"Swedish","2017-w26",30
"Swedish","2017-w27",30
"Swedish","2017-w28",11
"Swedish","2017-w29",71
"Swedish","2017-w30",92
"Swedish","2017-w31",55
"Swedish","2017-w32",80
"Swedish","2017-w33",50
"Swedish","2017-w34",49
"Swedish","2017-w35",19
"Swedish","2017-w36",30
"Swedish","2017-w37",20
"Swedish","2017-w38",49
"Swedish","2017-w39",22
"Swedish","2017-w40",19
"Swedish","2017-w41",9
"Swedish","2017-w42",22
"Swedish","2017-w43",6
"Swedish","2017-w45",13
"Swedish","2017-w46",17
"Swedish","2017-w47",27
"Swedish","2017-w48",29
"Swedish","2017-w49",21
"Swedish","2017-w50",41
"Swedish","2017-w51",153
"Swedish","2017-w52",301
"Swedish","2018-w01",141
"Swedish","2018-w02",121
"Swedish","2018-w03",153
"Swedish","2018-w04",82
"Swedish","2018-w05",53
"Swedish","2018-w06",53
"Swedish","2018-w07",80
"Swedish","2018-w08",130
"Swedish","2018-w09",31
"Danish","2016-w44",2
"Danish","2016-w45",1
"Danish","2016-w46",0
"Danish","2016-w47",1
"Danish","2016-w48",1
"Danish","2016-w49",2
"Danish","2016-w50",1
"Danish","2016-w51",1
"Danish","2016-w52",2
"Danish","2017-w01",4
"Danish","2017-w02",5
"Danish","2017-w03",1
"Danish","2017-w04",3
"Danish","2017-w05",3
"Danish","2017-w06",9
"Danish","2017-w07",3
"Danish","2017-w08",3
"Danish","2017-w09",0
"Danish","2017-w10",1
"Danish","2017-w11",1
"Danish","2017-w12",4
"Danish","2017-w13",2
"Danish","2017-w14",0
"Danish","2017-w15",2
"Danish","2017-w16",2
"Danish","2017-w17",0
"Danish","2017-w18",0
"Danish","2017-w19",0
"Danish","2017-w20",0
"Danish","2017-w21",0
"Danish","2017-w22",0
"Danish","2017-w23",1
"Danish","2017-w24",0
"Danish","2017-w25",1
"Danish","2017-w26",0
"Danish","2017-w27",1
"Danish","2017-w28",0
"Danish","2017-w29",1
"Danish","2017-w30",0
"Danish","2017-w31",4
"Danish","2017-w32",1
"Danish","2017-w33",1
"Danish","2017-w34",1
"Danish","2017-w35",0
"Danish","2017-w36",0
"Danish","2017-w37",0
"Danish","2017-w38",0
"Danish","2017-w39",1
"Danish","2017-w40",0
"Danish","2017-w41",0
"Danish","2017-w42",0
"Danish","2017-w43",0
"Danish","2017-w45",0
