"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,2,45,1,0,3,76,15,17,159
2,9.51589744444444,55.4110941111111,0,45,8,0,1,60,21,11,146
3,9.88525016666667,57.0638338333333,0,44,2,0,0,47,6,21,120
4,10.107444375,56.1718329375,1,91,3,1,0,183,14,22,315
5,9.39475316666667,56.2282926666667,0,18,0,0,0,40,4,4,66
6,12.3813014634146,55.7151783536585,25,677,36,1,6,930,261,140,2076
7,8.63262825,55.73069375,1,20,0,0,0,65,7,8,101
8,15.05214325,55.23235875,0,2,0,0,0,10,1,1,14
9,11.7462085,55.279210875,1,49,1,1,0,47,48,5,152
10,10.4154805,57.4606995,0,1,1,0,0,7,0,0,9
11,8.649643,56.6895867857143,0,9,0,0,0,10,2,0,21
12,11.3490285,55.78039975,0,8,0,0,0,11,0,0,19
13,11.027705,57.263521,0,0,0,0,0,0,0,0,0
14,11.2665025,54.816726,0,3,0,0,0,0,0,0,3
15,10.9399305,56.516157,0,3,0,0,0,0,0,0,3
16,10.6567635,55.883821,0,0,0,0,0,4,0,0,4
17,8.856682,55.0631655,0,1,0,0,0,2,1,0,4
18,9.3581675,56.833725,0,0,0,0,0,3,1,1,5
19,15.1834177222222,59.2446665,113,0,2,0,0,22,5,19,161
20,14.910717,63.131001,10,0,0,0,0,5,4,4,23
21,14.3035100714286,56.3750567142857,28,0,3,0,0,16,1,6,54
22,13.246262,61.649499,8,0,0,0,0,1,1,0,10
23,17.63062,60.6220141666667,74,2,1,0,0,23,1,15,116
24,20.732045,65.762053,1,0,0,1,0,0,0,0,2
25,13.1165099285714,55.9013320714286,587,9,9,6,3,257,129,373,1373
26,12.2777641666667,58.7858365,9,1,0,0,0,5,1,1,17
27,15.65259925,62.66371075,0,0,0,0,0,0,0,0,0
28,13.190291,63.4988545,35,0,3,0,0,9,2,1,50
29,12.134823,59.6293525,1,0,0,0,0,0,0,0,1
30,17.7229565,64.201048,0,0,0,0,0,0,0,0,0
31,15.846178625,58.063031125,108,4,2,0,0,42,12,10,178
32,11.8771330277778,57.8004644444444,469,19,87,10,3,444,74,84,1190
33,14.96001625,58.1864558125,21,1,0,1,0,10,2,4,39
34,12.7597134444444,58.0501567222222,99,2,1,1,0,60,16,9,188
35,17.202483,66.3823185,0,0,0,0,0,0,1,1,2
36,18.392183,63.413379,55,1,3,0,1,6,4,7,77
37,19.197456,65.65933,0,0,0,0,0,0,0,0,0
38,12.970739,59.5412543,23,0,0,0,0,5,6,1,35
39,14.1985661111111,58.6860156666667,35,0,0,0,1,6,1,2,45
40,18.02042625,59.3589332692308,2170,37,28,7,1,1123,312,262,3940
41,18.4283835,60.386705,2,0,0,0,0,0,0,0,2
42,22.5946015,66.489606,1,0,0,5,0,0,0,0,6
43,23.51346,66.513206,0,0,0,7,0,0,0,1,8
44,16.1008347,59.98051575,27,0,2,0,0,2,0,10,41
45,12.589850875,56.615849,80,1,0,0,0,53,6,16,156
46,13.49591,62.690143,0,0,0,0,0,0,0,0,0
47,18.967192,63.964269,0,0,0,0,0,0,0,0,0
48,21.254209,66.047773,0,0,0,10,0,0,1,2,13
49,16.43840925,61.1213545,11,0,0,0,0,1,0,0,12
50,13.415557,57.3881655,15,0,1,0,0,7,4,4,31
51,16.715886,57.1583203333333,15,0,0,1,0,1,1,0,18
52,15.58905225,60.423136875,40,0,0,0,0,56,6,5,107
53,17.2979070833333,59.3251461666667,73,0,2,0,0,20,9,9,113
54,14.39066875,59.62487075,4,0,1,0,0,2,1,0,8
55,13.6244826,59.4685884,89,2,0,0,0,25,5,21,142
56,15.9208175,64.6821585,8,0,0,0,0,3,0,0,11
57,15.5251085,57.3067511,20,0,0,0,0,2,4,7,33
58,15.76367425,56.5748161666667,85,0,3,1,0,21,7,16,133
59,17.0336955,60.0655055,5,0,0,0,0,0,1,1,7
60,16.3933022,59.2908482,238,2,10,1,0,52,11,23,337
61,15.842093,58.93731075,1,0,0,0,0,1,0,1,3
62,13.372952375,58.428242,21,0,1,0,0,3,3,1,29
63,14.0279448,57.8808961,111,2,4,0,0,28,11,12,168
64,12.431369,57.3062655,19,0,0,0,0,20,1,3,43
65,13.591122,60.0908275,0,0,0,0,0,0,0,0,0
66,19.4656435,67.198665,0,0,0,19,0,1,0,0,20
67,14.899423125,60.336809125,12,1,1,0,0,8,1,3,26
68,13.8182933333333,56.8326863333333,16,0,0,1,0,2,0,1,20
69,17.3456675,58.6664325,43,0,0,0,0,7,0,2,52
70,18.661315,57.696298,64,0,0,0,0,28,3,10,105
71,13.7429415,62.164232,1,0,0,5,0,2,0,1,9
72,17.8621406666667,62.7151231666667,11,0,1,0,0,2,2,3,19
73,13.8097530833333,55.67400825,22,2,0,0,0,12,10,2,48
74,14.618906,57.46246425,11,0,0,0,0,1,0,0,12
75,23.754817,65.748327,0,0,0,9,0,0,0,0,9
76,17.0541605,61.91692925,16,1,1,0,0,4,1,2,25
77,18.6875185,66.9073215,0,0,0,2,0,0,0,0,2
78,23.0083025,65.7634915,4,0,0,11,0,0,0,0,15
79,15.008784625,56.216097125,10,0,0,0,0,4,1,0,15
80,20.592823,68.207941,14,0,0,39,0,5,0,1,59
81,14.1914965,63.802911,1,0,0,0,0,0,0,0,1
82,15.5396215,61.913626,2,0,0,0,0,0,0,1,3
83,22.2299115,65.691135,69,0,0,17,0,22,4,6,118
84,18.41001,64.6515525,0,0,0,0,0,1,0,0,1
85,11.3009169,58.4381282,10,0,1,0,0,6,2,2,21
86,16.6437,56.338615,1,0,0,0,0,0,0,0,1
87,18.779528,65.254725,0,0,0,0,0,0,0,0,0
88,13.2047113333333,60.7470671666667,8,0,0,0,0,6,1,3,18
89,14.49532575,61.23252625,9,0,0,0,0,2,0,0,11
90,19.60184875,63.71098225,1,0,0,0,0,0,0,0,1
91,16.6828192,58.4778727,44,0,0,0,0,11,2,6,63
92,19.0380985,59.752392,18,0,0,0,0,2,2,1,23
93,19.52258775,64.66367425,3,0,0,0,0,0,1,0,4
94,15.52567125,61.25994825,7,0,0,0,0,7,0,1,15
95,22.867224,67.406884,2,0,0,13,0,0,4,0,19
96,21.0645695,65.281744,25,0,1,8,0,12,0,1,47
97,16.110442,63.1616565,0,0,0,0,0,0,0,0,0
98,20.677042375,63.90647775,54,0,1,8,0,8,2,29,102
99,17.1928605,61.287574,6,0,0,0,0,1,0,1,8
100,16.5702605,60.48991,36,0,0,0,0,17,1,3,57
101,14.3815795,55.559747,9,0,0,0,0,4,0,1,14
102,20.7074715,64.745622,19,0,1,11,0,7,0,3,41
103,13.07483675,55.32996025,29,2,0,0,0,3,0,1,35
104,16.9236905,63.441999,5,0,0,0,0,1,1,0,7
105,16.42626025,65.5655105,1,0,1,0,0,4,1,0,7
106,11.033549,58.9541845,0,0,0,0,0,2,3,1,6
107,15.185727,64.2329895,0,0,0,0,0,0,0,0,0
108,17.242557,62.516543,32,1,1,1,0,7,1,1,44
109,17.776644,59.9583985,163,3,2,0,0,48,27,10,253
110,18.9564565,59.1866635,3,0,4,0,0,5,1,1,14
111,16.669393,57.8294575,2,1,0,0,0,0,3,0,6
112,14.8548775,56.918339,88,3,2,0,0,111,15,26,245
113,14.2689575,60.460521,0,0,0,0,0,0,0,0,0
114,14.7512865,68.606516625,0,0,6,0,0,2,11,1,20
115,9.724856875,63.4687084375,0,1,1,0,0,2,0,0,4
116,6.73181446153846,62.5395995,1,4,58,0,0,13,1,1,78
117,5.87158594444444,62.2590107777778,0,0,9,0,0,5,14,2,30
118,10.8883969848485,59.8866790606061,26,68,513,2,4,706,129,169,1617
119,10.1446284761905,59.5121462380952,6,16,55,0,1,32,10,5,125
120,10.8175481666667,59.2122598333333,7,8,49,0,0,53,6,12,135
121,10.4128548125,61.0178211875,1,3,13,0,0,9,7,8,41
122,5.1585125,60.53833909375,7,8,92,0,1,132,22,14,276
123,9.16359175,60.9286836666667,0,0,0,0,0,3,0,0,3
124,10.6299390555556,63.9711670555556,1,2,1,0,0,3,1,0,8
125,8.292863875,60.630435,1,0,3,0,0,5,0,0,9
126,8.13419820833333,58.3941322916667,0,1,10,0,0,41,32,7,91
127,11.5197590714286,60.8539586428571,0,1,11,0,0,11,3,3,29
128,7.67429683333333,61.2772843333333,0,0,0,0,0,3,2,1,6
129,11.563961,59.4495889285714,0,0,2,0,0,0,0,1,3
130,7.31633816666667,58.392349,2,1,13,0,0,2,1,1,20
131,11.97512975,60.2762093333333,0,0,2,0,0,12,4,2,20
132,12.3426132,65.8296867,0,0,1,0,0,0,0,0,1
133,23.202575,70.0481815,0,0,6,9,0,9,0,0,24
134,10.7411086666667,62.2760276666667,0,0,0,0,0,0,0,0,0
135,15.724821,68.730682875,0,0,0,0,0,3,1,1,5
136,5.08623733333333,61.38162625,1,0,0,0,0,15,2,1,19
137,8.3145834,63.2580517,0,0,0,0,0,0,0,0,0
138,7.0733789,60.5201917,0,0,0,0,0,1,1,0,2
139,7.5410824,62.97242,0,1,6,2,0,4,2,3,18
140,9.16874331818182,59.0371408636364,0,1,13,0,0,12,1,1,28
141,5.43120913333333,59.4458112,0,7,8,0,0,14,5,0,34
142,29.9015755,70.35898625,0,0,0,2,0,0,0,0,2
143,6.11065457142857,61.4420138571429,0,0,5,0,0,5,2,0,12
144,16.93245325,68.549908375,0,0,0,0,0,0,0,0,0
145,19.1753825,68.9835801666667,0,0,2,0,0,1,6,0,9
146,9.751645,59.1060115,0,0,4,0,0,0,0,0,4
147,14.513526,66.6658455,0,1,0,0,0,1,0,1,3
148,17.55668425,68.98949125,0,0,1,0,0,0,2,0,3
149,29.065419,70.7061425,0,0,0,0,0,0,0,0,0
150,12.083189875,65.026225875,0,1,0,0,0,0,0,0,1
151,16.4430341666667,68.8409783333333,0,0,2,0,0,1,11,1,15
152,6.32359827272727,58.7423489090909,0,3,16,0,1,31,6,5,62
153,13.7098238333333,67.1524376666667,0,2,14,0,0,2,4,0,22
154,5.6686701,58.7846665,2,4,70,0,0,45,35,19,175
155,7.31649,59.298271,0,0,1,0,0,0,0,0,1
156,9.70977875,62.39279575,1,0,0,0,0,0,1,2,4
157,5.23589225,62.03245925,0,0,0,0,0,0,0,0,0
