"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,2,38,1,0,1,94,89,3,228
2,9.51589744444444,55.4110941111111,1,73,1,0,0,116,23,9,223
3,9.88525016666667,57.0638338333333,1,61,1,0,0,65,15,6,149
4,10.107444375,56.1718329375,3,53,3,2,0,336,67,37,501
5,9.39475316666667,56.2282926666667,0,15,0,0,0,35,12,3,65
6,12.3813014634146,55.7151783536585,32,516,32,5,5,1214,228,135,2167
7,8.63262825,55.73069375,0,21,1,0,0,92,23,5,142
8,15.05214325,55.23235875,2,3,0,0,0,18,3,1,27
9,11.7462085,55.279210875,1,22,2,0,0,60,11,6,102
10,10.4154805,57.4606995,0,0,0,0,0,3,0,0,3
11,8.649643,56.6895867857143,0,6,1,0,0,25,3,1,36
12,11.3490285,55.78039975,0,3,0,0,0,24,0,0,27
13,11.027705,57.263521,0,1,0,0,0,1,1,0,3
14,11.2665025,54.816726,1,3,0,0,0,4,1,0,9
15,10.9399305,56.516157,0,0,0,0,0,4,0,1,5
16,10.6567635,55.883821,0,1,0,0,0,5,0,0,6
17,8.856682,55.0631655,0,0,1,0,0,2,0,0,3
18,9.3581675,56.833725,0,2,0,0,0,2,0,0,4
19,15.1834177222222,59.2446665,104,2,2,0,0,35,18,7,168
20,14.910717,63.131001,63,0,0,0,0,4,5,1,73
21,14.3035100714286,56.3750567142857,36,0,1,1,0,20,7,10,75
22,13.246262,61.649499,1,0,2,0,0,0,0,0,3
23,17.63062,60.6220141666667,123,2,3,0,0,26,6,15,175
24,20.732045,65.762053,0,0,0,3,0,1,0,0,4
25,13.1165099285714,55.9013320714286,486,9,3,4,7,333,265,243,1350
26,12.2777641666667,58.7858365,16,0,1,0,0,7,3,1,28
27,15.65259925,62.66371075,0,0,0,0,0,0,1,0,1
28,13.190291,63.4988545,1,1,0,0,0,0,0,0,2
29,12.134823,59.6293525,0,0,0,0,0,5,1,0,6
30,17.7229565,64.201048,1,0,0,0,0,1,0,0,2
31,15.846178625,58.063031125,67,0,3,0,0,43,17,18,148
32,11.8771330277778,57.8004644444444,571,3,10,4,1,477,71,87,1224
33,14.96001625,58.1864558125,24,0,2,1,0,13,5,5,50
34,12.7597134444444,58.0501567222222,123,2,4,0,0,53,9,26,217
35,17.202483,66.3823185,0,0,0,0,0,0,0,0,0
36,18.392183,63.413379,36,1,1,0,1,8,4,7,58
37,19.197456,65.65933,95,0,0,0,0,5,4,9,113
38,12.970739,59.5412543,24,5,0,0,0,7,2,5,43
39,14.1985661111111,58.6860156666667,56,0,1,0,0,13,4,5,79
40,18.02042625,59.3589332692308,2021,70,23,19,4,1500,540,442,4619
41,18.4283835,60.386705,2,0,0,0,0,3,1,0,6
42,22.5946015,66.489606,0,0,0,4,0,0,0,0,4
43,23.51346,66.513206,0,0,0,8,0,0,0,0,8
44,16.1008347,59.98051575,33,0,0,0,1,16,6,11,67
45,12.589850875,56.615849,76,3,3,0,0,77,8,13,180
46,13.49591,62.690143,1,0,0,0,0,0,0,0,1
47,18.967192,63.964269,0,0,0,0,0,0,0,0,0
48,21.254209,66.047773,5,0,0,16,0,5,0,1,27
49,16.43840925,61.1213545,43,0,1,0,2,9,16,8,79
