"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,0,65,3,0,0,15,15,1,99
2,9.51589744444444,55.4110941111111,0,37,5,0,0,73,21,5,141
3,9.88525016666667,57.0638338333333,0,74,2,1,0,93,13,19,202
4,10.107444375,56.1718329375,0,63,2,0,0,241,22,22,350
5,9.39475316666667,56.2282926666667,1,14,0,0,0,54,2,7,78
6,12.3813014634146,55.7151783536585,35,508,22,7,1,677,250,131,1631
7,8.63262825,55.73069375,0,23,3,0,0,46,13,2,87
8,15.05214325,55.23235875,0,11,0,0,0,11,0,1,23
9,11.7462085,55.279210875,0,23,1,0,0,68,3,1,96
10,10.4154805,57.4606995,1,3,0,0,0,8,2,0,14
11,8.649643,56.6895867857143,0,7,0,0,0,6,2,0,15
12,11.3490285,55.78039975,0,6,1,0,0,9,3,4,23
13,11.027705,57.263521,0,1,0,0,0,1,0,0,2
14,11.2665025,54.816726,0,2,0,0,0,2,0,3,7
15,10.9399305,56.516157,0,1,1,0,0,0,2,0,4
16,10.6567635,55.883821,0,0,0,0,0,0,0,0,0
17,8.856682,55.0631655,0,0,0,0,0,0,0,0,0
18,9.3581675,56.833725,0,0,0,0,0,1,0,0,1
19,15.1834177222222,59.2446665,143,1,1,0,0,28,11,8,192
20,14.910717,63.131001,56,0,0,1,1,8,3,1,70
21,14.3035100714286,56.3750567142857,39,0,1,0,0,9,2,2,53
22,13.246262,61.649499,16,1,0,0,0,1,2,2,22
23,17.63062,60.6220141666667,145,4,3,0,2,31,23,12,220
24,20.732045,65.762053,29,0,0,5,0,1,3,2,40
25,13.1165099285714,55.9013320714286,579,10,8,0,0,230,126,129,1082
26,12.2777641666667,58.7858365,46,2,1,0,0,7,4,1,61
27,15.65259925,62.66371075,4,0,0,0,0,1,0,0,5
28,13.190291,63.4988545,16,5,2,0,0,5,11,6,45
29,12.134823,59.6293525,4,0,0,0,0,3,0,0,7
30,17.7229565,64.201048,1,0,0,0,0,0,0,0,1
31,15.846178625,58.063031125,138,0,1,0,1,45,10,9,204
32,11.8771330277778,57.8004644444444,662,2,6,2,0,353,85,48,1158
33,14.96001625,58.1864558125,21,0,1,0,0,4,0,4,30
34,12.7597134444444,58.0501567222222,72,4,7,1,0,75,7,20,186
35,17.202483,66.3823185,2,0,0,0,0,0,0,0,2
36,18.392183,63.413379,77,2,0,0,0,6,2,2,89
37,19.197456,65.65933,0,0,0,0,0,0,0,0,0
38,12.970739,59.5412543,7,0,0,0,0,5,4,1,17
39,14.1985661111111,58.6860156666667,55,0,0,0,0,4,5,8,72
40,18.02042625,59.3589332692308,1755,20,31,21,5,1111,448,267,3658
41,18.4283835,60.386705,1,0,0,1,0,2,1,7,12
42,22.5946015,66.489606,0,0,0,9,0,1,0,0,10
43,23.51346,66.513206,1,0,0,6,0,0,0,0,7
44,16.1008347,59.98051575,53,0,0,0,0,18,0,4,75
45,12.589850875,56.615849,61,0,2,0,0,43,11,8,125
46,13.49591,62.690143,11,0,0,0,0,1,6,0,18
47,18.967192,63.964269,11,0,0,0,0,0,0,0,11
48,21.254209,66.047773,6,0,0,11,0,0,0,0,17
49,16.43840925,61.1213545,16,1,0,0,0,4,2,3,26
50,13.415557,57.3881655,16,0,0,0,0,10,6,2,34
51,16.715886,57.1583203333333,13,0,0,0,0,1,9,0,23
52,15.58905225,60.423136875,60,0,0,0,0,45,2,7,114
53,17.2979070833333,59.3251461666667,94,0,3,0,1,22,9,13,142
54,14.39066875,59.62487075,15,0,0,1,0,3,1,2,22
55,13.6244826,59.4685884,99,2,2,0,1,14,2,11,131
56,15.9208175,64.6821585,15,0,0,0,0,0,2,0,17
57,15.5251085,57.3067511,15,1,0,0,0,3,2,3,24
58,15.76367425,56.5748161666667,141,1,3,0,0,22,35,12,214
59,17.0336955,60.0655055,0,0,0,0,0,1,0,0,1
60,16.3933022,59.2908482,375,4,8,1,0,83,13,33,517
61,15.842093,58.93731075,1,0,1,0,0,93,0,10,105
62,13.372952375,58.428242,49,1,1,0,0,9,2,5,67
63,14.0279448,57.8808961,126,1,6,0,0,26,11,21,191
64,12.431369,57.3062655,30,0,1,0,0,9,3,2,45
65,13.591122,60.0908275,1,0,0,0,0,0,0,0,1
66,19.4656435,67.198665,5,0,0,19,0,1,2,0,27
67,14.899423125,60.336809125,20,0,1,0,0,5,4,10,40
68,13.8182933333333,56.8326863333333,29,2,0,0,0,4,2,0,37
69,17.3456675,58.6664325,36,3,0,0,0,11,2,3,55
70,18.661315,57.696298,75,1,4,0,0,9,3,30,122
71,13.7429415,62.164232,59,0,3,0,0,11,4,6,83
72,17.8621406666667,62.7151231666667,16,0,0,1,0,2,23,1,43
73,13.8097530833333,55.67400825,40,1,0,0,0,19,22,12,94
74,14.618906,57.46246425,6,0,0,0,0,9,2,1,18
75,23.754817,65.748327,0,0,0,6,0,0,1,0,7
76,17.0541605,61.91692925,20,0,0,1,0,3,1,5,30
77,18.6875185,66.9073215,3,0,0,2,0,0,0,0,5
78,23.0083025,65.7634915,1,0,0,8,0,3,0,2,14
79,15.008784625,56.216097125,32,0,0,0,0,7,3,2,44
80,20.592823,68.207941,11,0,0,27,0,9,10,4,61
81,14.1914965,63.802911,1,0,0,0,0,2,1,0,4
82,15.5396215,61.913626,18,1,0,0,0,2,1,0,22
83,22.2299115,65.691135,145,0,0,12,1,11,2,10,181
84,18.41001,64.6515525,2,0,0,0,0,0,2,0,4
85,11.3009169,58.4381282,19,0,0,0,0,4,0,1,24
86,16.6437,56.338615,2,1,0,0,0,4,0,0,7
87,18.779528,65.254725,0,0,0,0,0,0,0,0,0
88,13.2047113333333,60.7470671666667,17,0,0,0,0,9,0,3,29
89,14.49532575,61.23252625,4,0,0,0,0,3,0,1,8
90,19.60184875,63.71098225,8,0,0,0,0,0,10,3,21
91,16.6828192,58.4778727,80,0,1,0,0,36,15,10,142
92,19.0380985,59.752392,29,1,0,0,0,4,2,4,40
93,19.52258775,64.66367425,1,0,0,0,0,2,2,0,5
94,15.52567125,61.25994825,7,0,0,0,0,2,2,1,12
95,22.867224,67.406884,31,0,0,21,0,2,2,1,57
96,21.0645695,65.281744,131,0,2,8,1,8,2,8,160
97,16.110442,63.1616565,3,0,0,0,0,0,0,0,3
98,20.677042375,63.90647775,58,1,0,17,0,18,6,4,104
99,17.1928605,61.287574,5,0,0,0,0,7,0,2,14
100,16.5702605,60.48991,32,1,0,0,1,15,5,5,59
101,14.3815795,55.559747,15,0,1,0,0,5,0,0,21
102,20.7074715,64.745622,105,0,1,17,0,19,4,5,151
103,13.07483675,55.32996025,36,0,0,0,0,18,3,2,59
104,16.9236905,63.441999,4,1,1,0,0,0,0,1,7
105,16.42626025,65.5655105,3,0,0,0,0,0,16,0,19
106,11.033549,58.9541845,1,0,2,0,0,0,1,1,5
107,15.185727,64.2329895,1,0,0,0,0,1,0,0,2
108,17.242557,62.516543,110,5,2,0,0,49,9,1,176
109,17.776644,59.9583985,190,0,0,0,4,40,33,16,283
110,18.9564565,59.1866635,12,0,0,0,0,10,1,1,24
111,16.669393,57.8294575,21,0,1,0,0,0,1,1,24
112,14.8548775,56.918339,83,2,1,0,0,12,13,8,119
113,14.2689575,60.460521,0,0,0,0,0,0,0,0,0
114,14.7512865,68.606516625,0,0,5,0,0,0,1,0,6
115,9.724856875,63.4687084375,0,0,0,0,0,0,0,0,0
116,6.73181446153846,62.5395995,1,1,26,0,1,12,5,6,52
117,5.87158594444444,62.2590107777778,0,2,9,0,0,4,1,0,16
118,10.8883969848485,59.8866790606061,17,36,326,0,2,516,206,69,1172
119,10.1446284761905,59.5121462380952,2,10,52,0,0,42,25,11,142
120,10.8175481666667,59.2122598333333,1,4,27,0,0,20,3,11,66
121,10.4128548125,61.0178211875,11,6,81,1,0,11,4,5,119
122,5.1585125,60.53833909375,1,12,67,0,0,69,57,12,218
123,9.16359175,60.9286836666667,0,0,1,0,0,3,0,0,4
124,10.6299390555556,63.9711670555556,0,2,22,0,0,2,0,1,27
125,8.292863875,60.630435,0,0,4,0,0,5,0,2,11
126,8.13419820833333,58.3941322916667,0,2,21,0,0,38,35,8,104
127,11.5197590714286,60.8539586428571,2,3,25,0,0,89,17,11,147
128,7.67429683333333,61.2772843333333,0,0,0,0,0,6,1,0,7
129,11.563961,59.4495889285714,0,0,6,0,0,12,3,7,28
130,7.31633816666667,58.392349,0,0,1,0,0,3,0,1,5
131,11.97512975,60.2762093333333,1,2,22,0,1,1,0,5,32
132,12.3426132,65.8296867,0,0,1,0,0,0,0,0,1
133,23.202575,70.0481815,0,0,0,9,0,2,0,1,12
134,10.7411086666667,62.2760276666667,0,0,0,0,0,0,0,0,0
135,15.724821,68.730682875,0,0,0,0,0,1,0,0,1
136,5.08623733333333,61.38162625,0,1,4,0,0,5,0,1,11
137,8.3145834,63.2580517,0,0,0,0,0,1,0,0,1
138,7.0733789,60.5201917,0,0,2,0,0,5,24,5,36
139,7.5410824,62.97242,1,0,6,0,0,13,2,1,23
140,9.16874331818182,59.0371408636364,0,1,4,0,0,22,3,4,34
141,5.43120913333333,59.4458112,2,3,29,0,0,24,3,4,65
142,29.9015755,70.35898625,0,0,0,3,0,3,0,0,6
143,6.11065457142857,61.4420138571429,0,0,5,0,0,1,1,2,9
144,16.93245325,68.549908375,0,0,0,0,0,0,0,0,0
145,19.1753825,68.9835801666667,0,1,2,0,0,0,0,1,4
146,9.751645,59.1060115,1,0,1,0,0,11,4,2,19
147,14.513526,66.6658455,0,0,1,0,0,0,1,0,2
148,17.55668425,68.98949125,0,1,3,0,0,0,1,0,5
149,29.065419,70.7061425,0,0,0,0,0,2,0,0,2
