"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,1,44,2,0,0,63,28,7,145
2,9.51589744444444,55.4110941111111,1,44,2,0,0,52,15,25,139
3,9.88525016666667,57.0638338333333,0,39,5,0,0,79,9,3,135
4,10.107444375,56.1718329375,1,127,3,0,0,136,9,19,295
5,9.39475316666667,56.2282926666667,0,9,0,0,0,19,7,0,35
6,12.3813014634146,55.7151783536585,39,388,35,4,0,838,282,110,1696
7,8.63262825,55.73069375,2,19,0,0,0,40,12,7,80
8,15.05214325,55.23235875,0,10,0,0,0,0,0,0,10
9,11.7462085,55.279210875,0,33,2,0,0,37,6,8,86
10,10.4154805,57.4606995,0,9,0,0,0,9,1,1,20
11,8.649643,56.6895867857143,0,12,0,0,0,13,2,2,29
12,11.3490285,55.78039975,0,15,1,0,0,8,1,4,29
13,11.027705,57.263521,0,0,1,0,0,0,0,0,1
14,11.2665025,54.816726,0,6,1,0,0,35,3,1,46
15,10.9399305,56.516157,1,6,3,0,0,0,2,0,12
16,10.6567635,55.883821,0,0,0,0,0,0,1,0,1
17,8.856682,55.0631655,0,0,0,0,0,0,0,0,0
18,9.3581675,56.833725,0,0,0,0,0,2,0,0,2
19,15.1834177222222,59.2446665,154,7,2,0,0,64,27,18,272
20,14.910717,63.131001,16,0,3,0,0,8,0,4,31
21,14.3035100714286,56.3750567142857,25,0,1,0,0,7,0,4,37
22,13.246262,61.649499,4,0,0,0,0,1,0,0,5
23,17.63062,60.6220141666667,32,0,0,0,0,26,5,6,69
24,20.732045,65.762053,4,1,0,6,0,0,0,0,11
25,13.1165099285714,55.9013320714286,390,17,10,4,3,332,189,185,1130
26,12.2777641666667,58.7858365,11,0,0,0,0,3,3,0,17
27,15.65259925,62.66371075,7,0,0,0,0,1,0,0,8
28,13.190291,63.4988545,4,2,1,0,0,3,2,0,12
29,12.134823,59.6293525,3,0,0,0,0,1,0,0,4
30,17.7229565,64.201048,0,0,0,0,0,0,0,2,2
31,15.846178625,58.063031125,43,3,1,0,0,33,7,3,90
32,11.8771330277778,57.8004644444444,481,6,18,0,1,504,121,96,1227
33,14.96001625,58.1864558125,24,0,0,0,0,4,0,0,28
34,12.7597134444444,58.0501567222222,106,1,4,0,0,24,6,6,147
35,17.202483,66.3823185,0,0,0,0,0,0,0,0,0
36,18.392183,63.413379,20,0,0,0,0,3,1,0,24
37,19.197456,65.65933,0,0,0,0,0,0,1,0,1
38,12.970739,59.5412543,15,0,0,0,0,13,2,1,31
39,14.1985661111111,58.6860156666667,51,0,1,1,0,4,3,10,70
40,18.02042625,59.3589332692308,1820,21,30,0,1,1046,398,213,3529
41,18.4283835,60.386705,5,0,0,0,0,3,0,1,9
42,22.5946015,66.489606,3,0,1,7,0,0,0,1,12
