"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,0,33,4,0,0,109,17,13,176
2,9.51589744444444,55.4110941111111,0,41,12,0,0,62,25,4,144
3,9.88525016666667,57.0638338333333,2,50,0,0,1,46,4,15,118
4,10.107444375,56.1718329375,7,158,5,2,1,163,17,30,383
5,9.39475316666667,56.2282926666667,0,9,0,0,0,34,10,1,54
6,12.3813014634146,55.7151783536585,41,570,33,4,2,1044,279,142,2115
7,8.63262825,55.73069375,1,10,2,0,0,49,5,4,71
8,15.05214325,55.23235875,0,2,0,0,0,1,0,2,5
9,11.7462085,55.279210875,1,36,1,0,0,40,97,5,180
10,10.4154805,57.4606995,1,0,0,0,0,4,0,1,6
11,8.649643,56.6895867857143,0,1,1,0,0,18,33,6,59
12,11.3490285,55.78039975,0,8,0,0,0,6,1,2,17
13,11.027705,57.263521,0,0,0,0,0,0,0,0,0
14,11.2665025,54.816726,1,9,0,0,0,6,2,4,22
15,10.9399305,56.516157,0,0,0,0,0,0,0,0,0
16,10.6567635,55.883821,0,0,0,0,0,4,1,0,5
17,8.856682,55.0631655,0,1,0,0,0,4,0,2,7
18,9.3581675,56.833725,0,0,0,0,0,2,0,0,2
19,15.1834177222222,59.2446665,187,1,6,1,1,57,31,23,307
20,14.910717,63.131001,14,0,1,0,0,4,3,2,24
21,14.3035100714286,56.3750567142857,8,0,0,0,0,13,4,2,27
22,13.246262,61.649499,1,0,0,0,0,1,0,0,2
23,17.63062,60.6220141666667,104,1,1,0,1,9,1,7,124
24,20.732045,65.762053,1,0,0,2,0,0,0,1,4
25,13.1165099285714,55.9013320714286,444,8,6,5,0,244,149,239,1095
26,12.2777641666667,58.7858365,12,0,0,0,0,1,4,0,17
27,15.65259925,62.66371075,0,0,0,0,0,1,0,0,1
28,13.190291,63.4988545,18,0,0,3,0,6,6,1,34
29,12.134823,59.6293525,1,0,0,0,0,0,1,0,2
30,17.7229565,64.201048,0,0,0,0,0,0,0,0,0
31,15.846178625,58.063031125,123,4,5,0,1,44,14,10,201
32,11.8771330277778,57.8004644444444,450,18,17,11,1,330,48,170,1045
33,14.96001625,58.1864558125,20,0,1,0,0,6,2,1,30
34,12.7597134444444,58.0501567222222,78,0,3,0,0,32,24,20,157
35,17.202483,66.3823185,1,0,0,0,0,0,2,0,3
36,18.392183,63.413379,29,1,2,0,0,6,5,3,46
37,19.197456,65.65933,2,0,0,0,0,0,0,0,2
38,12.970739,59.5412543,31,0,1,0,0,8,1,2,43
39,14.1985661111111,58.6860156666667,79,0,0,0,0,8,4,2,93
40,18.02042625,59.3589332692308,1931,29,29,12,11,1176,277,230,3695
41,18.4283835,60.386705,5,0,0,0,0,2,0,0,7
42,22.5946015,66.489606,0,0,0,5,0,0,0,0,5
43,23.51346,66.513206,1,0,0,12,0,1,1,0,15
44,16.1008347,59.98051575,17,0,1,0,0,4,2,1,25
45,12.589850875,56.615849,76,0,0,0,0,52,8,20,156
46,13.49591,62.690143,0,0,0,0,0,1,0,0,1
47,18.967192,63.964269,0,0,0,0,0,0,0,0,0
48,21.254209,66.047773,2,0,0,10,0,3,0,1,16
49,16.43840925,61.1213545,28,0,0,0,0,3,0,0,31
50,13.415557,57.3881655,20,0,0,0,0,5,1,1,27
51,16.715886,57.1583203333333,11,0,0,0,0,4,0,4,19
52,15.58905225,60.423136875,70,1,0,0,0,63,4,2,140
53,17.2979070833333,59.3251461666667,85,0,2,1,0,17,8,16,129
54,14.39066875,59.62487075,11,0,0,0,0,2,1,2,16
55,13.6244826,59.4685884,77,1,0,0,0,15,3,16,112
56,15.9208175,64.6821585,6,0,0,0,0,0,0,0,6
57,15.5251085,57.3067511,17,0,0,0,1,3,3,15,39
58,15.76367425,56.5748161666667,115,4,2,0,1,21,8,8,159
59,17.0336955,60.0655055,4,0,0,0,0,1,0,0,5
60,16.3933022,59.2908482,290,3,8,0,1,55,14,19,390
61,15.842093,58.93731075,5,0,0,0,0,7,0,0,12
62,13.372952375,58.428242,22,0,0,0,0,13,0,3,38
63,14.0279448,57.8808961,142,4,0,0,0,30,7,20,203
64,12.431369,57.3062655,23,0,0,0,0,8,4,23,58
65,13.591122,60.0908275,0,0,0,0,0,2,0,0,2
66,19.4656435,67.198665,1,0,0,16,0,0,0,0,17
67,14.899423125,60.336809125,58,0,1,0,0,5,6,1,71
68,13.8182933333333,56.8326863333333,13,0,1,0,0,3,1,3,21
69,17.3456675,58.6664325,32,0,0,0,0,2,1,0,35
70,18.661315,57.696298,84,0,1,1,1,35,2,16,140
71,13.7429415,62.164232,14,0,0,5,0,2,2,4,27
72,17.8621406666667,62.7151231666667,28,0,0,0,0,8,2,2,40
73,13.8097530833333,55.67400825,27,1,0,0,0,4,0,0,32
74,14.618906,57.46246425,9,0,0,0,0,2,0,1,12
75,23.754817,65.748327,0,0,0,10,0,0,0,0,10
76,17.0541605,61.91692925,21,0,0,0,0,9,0,2,32
77,18.6875185,66.9073215,4,0,0,5,0,2,1,0,12
78,23.0083025,65.7634915,10,0,0,15,0,2,1,4,32
79,15.008784625,56.216097125,19,0,4,0,0,14,0,2,39
80,20.592823,68.207941,4,0,0,51,0,6,0,1,62
81,14.1914965,63.802911,0,0,0,0,0,0,0,0,0
82,15.5396215,61.913626,3,0,0,0,0,1,0,0,4
83,22.2299115,65.691135,84,1,0,11,0,19,2,4,121
84,18.41001,64.6515525,0,0,0,0,0,0,0,0,0
85,11.3009169,58.4381282,10,0,2,0,0,3,4,0,19
86,16.6437,56.338615,1,0,1,0,0,1,0,0,3
87,18.779528,65.254725,0,0,0,0,0,0,0,0,0
88,13.2047113333333,60.7470671666667,18,0,0,0,0,2,1,2,23
89,14.49532575,61.23252625,9,0,0,0,0,0,2,1,12
90,19.60184875,63.71098225,2,0,0,0,0,0,1,0,3
91,16.6828192,58.4778727,65,1,0,0,0,12,2,7,87
92,19.0380985,59.752392,21,1,0,1,0,2,2,3,30
93,19.52258775,64.66367425,0,0,0,0,0,0,4,0,4
94,15.52567125,61.25994825,7,0,0,0,0,2,0,0,9
95,22.867224,67.406884,0,0,0,27,0,0,0,0,27
96,21.0645695,65.281744,29,0,0,9,0,8,0,0,46
97,16.110442,63.1616565,0,0,0,0,0,0,0,0,0
98,20.677042375,63.90647775,85,3,2,8,0,21,11,18,148
99,17.1928605,61.287574,3,0,0,0,0,0,0,0,3
100,16.5702605,60.48991,36,0,0,0,0,6,1,0,43
101,14.3815795,55.559747,6,0,0,0,0,6,1,1,14
102,20.7074715,64.745622,32,0,0,12,0,13,1,4,62
103,13.07483675,55.32996025,30,1,1,1,0,188,2,14,237
104,16.9236905,63.441999,2,0,0,0,0,1,0,0,3
105,16.42626025,65.5655105,0,0,0,0,0,2,0,0,2
106,11.033549,58.9541845,2,0,0,0,0,0,1,0,3
107,15.185727,64.2329895,1,0,0,0,0,1,0,0,2
108,17.242557,62.516543,30,0,1,0,0,7,1,2,41
109,17.776644,59.9583985,125,0,2,0,0,76,35,10,248
110,18.9564565,59.1866635,6,0,2,0,0,12,1,0,21
111,16.669393,57.8294575,4,0,0,0,0,1,3,1,9
112,14.8548775,56.918339,108,3,1,1,0,49,20,12,194
113,14.2689575,60.460521,0,0,0,0,0,0,0,0,0
114,14.7512865,68.606516625,0,0,0,0,0,3,3,1,7
115,9.724856875,63.4687084375,0,1,4,0,0,1,0,1,7
116,6.73181446153846,62.5395995,0,1,10,0,0,10,2,2,25
117,5.87158594444444,62.2590107777778,0,0,6,0,0,2,8,20,36
118,10.8883969848485,59.8866790606061,77,66,489,3,2,455,144,191,1427
119,10.1446284761905,59.5121462380952,1,5,39,1,1,33,6,10,96
120,10.8175481666667,59.2122598333333,0,3,23,0,0,55,6,4,91
121,10.4128548125,61.0178211875,0,3,23,0,0,19,3,5,53
122,5.1585125,60.53833909375,2,15,137,0,1,97,21,15,288
123,9.16359175,60.9286836666667,0,0,1,0,0,7,0,0,8
124,10.6299390555556,63.9711670555556,0,13,11,0,0,2,0,0,26
125,8.292863875,60.630435,0,0,0,0,0,3,0,0,3
126,8.13419820833333,58.3941322916667,2,0,20,0,1,49,13,7,92
127,11.5197590714286,60.8539586428571,0,0,11,0,0,22,11,51,95
128,7.67429683333333,61.2772843333333,0,0,1,0,0,8,2,1,12
129,11.563961,59.4495889285714,0,1,10,1,0,14,2,2,30
130,7.31633816666667,58.392349,0,1,1,0,0,2,0,0,4
131,11.97512975,60.2762093333333,0,1,3,0,0,9,2,4,19
132,12.3426132,65.8296867,1,0,8,0,0,1,0,1,11
133,23.202575,70.0481815,0,0,1,11,0,5,0,0,17
134,10.7411086666667,62.2760276666667,0,0,0,0,0,0,0,0,0
135,15.724821,68.730682875,0,0,0,0,0,4,0,0,4
136,5.08623733333333,61.38162625,0,0,0,0,0,2,0,1,3
137,8.3145834,63.2580517,0,0,0,0,0,0,0,0,0
138,7.0733789,60.5201917,0,0,0,0,0,3,2,2,7
139,7.5410824,62.97242,0,1,2,0,0,9,1,0,13
140,9.16874331818182,59.0371408636364,0,1,8,0,0,15,0,1,25
141,5.43120913333333,59.4458112,4,3,19,0,0,14,3,5,48
142,29.9015755,70.35898625,0,0,2,1,0,0,8,0,11
143,6.11065457142857,61.4420138571429,0,1,16,0,0,0,0,1,18
144,16.93245325,68.549908375,0,0,0,0,0,0,0,0,0
145,19.1753825,68.9835801666667,0,0,0,0,0,0,0,0,0
146,9.751645,59.1060115,0,0,4,0,0,0,0,0,4
147,14.513526,66.6658455,0,0,0,0,0,0,1,0,1
148,17.55668425,68.98949125,0,0,0,0,0,2,3,0,5
149,29.065419,70.7061425,0,0,0,0,0,0,0,0,0
150,12.083189875,65.026225875,0,0,0,0,0,0,0,0,0
151,16.4430341666667,68.8409783333333,0,0,0,0,0,0,0,0,0
152,6.32359827272727,58.7423489090909,6,0,16,0,0,14,20,24,80
153,13.7098238333333,67.1524376666667,0,1,9,0,0,6,3,1,20
154,5.6686701,58.7846665,1,3,59,0,0,19,6,8,96
155,7.31649,59.298271,0,0,1,0,0,0,0,1,2
