"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,1,30,1,0,0,38,11,9,90
2,9.51589744444444,55.4110941111111,2,51,2,1,0,51,16,10,133
3,9.88525016666667,57.0638338333333,0,31,2,0,0,30,14,6,83
4,10.107444375,56.1718329375,0,72,2,1,0,171,16,40,302
5,9.39475316666667,56.2282926666667,0,16,1,0,0,36,4,3,60
6,12.3813014634146,55.7151783536585,27,544,29,10,2,818,209,74,1713
7,8.63262825,55.73069375,1,17,2,0,0,47,10,6,83
8,15.05214325,55.23235875,1,3,1,0,0,6,1,0,12
9,11.7462085,55.279210875,0,10,0,0,0,31,4,2,47
10,10.4154805,57.4606995,0,3,1,0,0,3,0,0,7
11,8.649643,56.6895867857143,0,4,0,0,0,6,3,5,18
12,11.3490285,55.78039975,0,2,0,0,0,3,0,2,7
13,11.027705,57.263521,0,0,0,0,0,0,0,0,0
14,11.2665025,54.816726,0,5,2,0,0,2,2,1,12
15,10.9399305,56.516157,0,2,0,0,0,2,0,0,4
16,10.6567635,55.883821,0,2,0,0,0,4,0,0,6
17,8.856682,55.0631655,0,0,1,0,0,0,2,0,3
18,9.3581675,56.833725,0,4,1,0,0,1,0,0,6
19,15.1834177222222,59.2446665,69,0,6,0,1,84,9,5,174
20,14.910717,63.131001,24,0,1,0,0,2,1,1,29
21,14.3035100714286,56.3750567142857,44,0,0,0,1,11,1,1,58
22,13.246262,61.649499,1,0,0,0,0,2,0,0,3
23,17.63062,60.6220141666667,70,3,2,0,0,17,10,14,116
24,20.732045,65.762053,0,0,0,2,0,0,0,0,2
25,13.1165099285714,55.9013320714286,480,10,6,1,1,293,179,121,1091
26,12.2777641666667,58.7858365,22,0,1,0,0,2,7,1,33
27,15.65259925,62.66371075,3,0,0,0,0,0,0,0,3
28,13.190291,63.4988545,3,0,0,0,0,3,0,0,6
29,12.134823,59.6293525,4,0,0,0,0,0,0,0,4
30,17.7229565,64.201048,0,0,0,0,0,0,0,0,0
31,15.846178625,58.063031125,48,5,0,0,0,43,8,7,111
32,11.8771330277778,57.8004644444444,591,6,7,0,1,546,86,88,1325
33,14.96001625,58.1864558125,20,0,1,0,0,9,4,2,36
34,12.7597134444444,58.0501567222222,119,0,2,0,0,18,16,23,178
35,17.202483,66.3823185,1,0,0,0,0,0,0,0,1
36,18.392183,63.413379,22,0,1,0,0,3,2,7,35
37,19.197456,65.65933,1,0,0,0,0,0,1,0,2
38,12.970739,59.5412543,43,2,0,0,0,18,2,8,73
39,14.1985661111111,58.6860156666667,22,0,0,1,0,9,2,5,39
40,18.02042625,59.3589332692308,1845,17,25,6,1,1141,308,208,3551
41,18.4283835,60.386705,6,0,0,0,0,1,0,0,7
42,22.5946015,66.489606,2,0,0,8,0,0,0,0,10
43,23.51346,66.513206,2,0,0,6,0,0,0,0,8
44,16.1008347,59.98051575,29,0,0,0,0,2,2,4,37
45,12.589850875,56.615849,42,1,0,0,0,29,4,6,82
46,13.49591,62.690143,0,0,0,0,0,0,0,0,0
47,18.967192,63.964269,0,0,0,0,0,0,0,0,0
48,21.254209,66.047773,7,0,0,8,0,0,1,17,33
49,16.43840925,61.1213545,21,0,0,0,0,3,1,1,26
