"cluster_id","cluster_x","cluster_y","Swedish","Danish","Norwegian","Finish","Icelandic","English","Other","Unknown","Total"
1,10.4631996666667,55.2279477777778,0,27,2,0,0,137,28,6,200
2,9.51589744444444,55.4110941111111,1,24,2,0,0,53,39,22,141
3,9.88525016666667,57.0638338333333,0,61,1,0,0,46,5,9,122
4,10.107444375,56.1718329375,1,63,3,1,1,162,18,22,271
5,9.39475316666667,56.2282926666667,1,12,0,0,0,23,2,2,40
6,12.3813014634146,55.7151783536585,30,436,16,1,3,963,325,205,1979
7,8.63262825,55.73069375,2,12,0,1,0,58,6,3,82
8,15.05214325,55.23235875,1,4,0,0,0,3,2,1,11
9,11.7462085,55.279210875,1,32,0,0,0,22,6,1,62
10,10.4154805,57.4606995,0,4,0,0,0,4,0,1,9
11,8.649643,56.6895867857143,0,2,0,0,0,2,5,1,10
12,11.3490285,55.78039975,0,6,1,0,1,2,0,0,10
13,11.027705,57.263521,0,0,0,0,0,0,0,0,0
14,11.2665025,54.816726,0,15,1,0,0,2,2,1,21
15,10.9399305,56.516157,0,1,0,0,0,1,0,0,2
16,10.6567635,55.883821,0,2,0,0,0,0,0,0,2
17,8.856682,55.0631655,0,0,0,0,0,0,0,0,0
18,9.3581675,56.833725,0,0,0,0,0,1,5,0,6
19,15.1834177222222,59.2446665,81,2,0,1,0,99,8,48,239
20,14.910717,63.131001,23,0,0,0,0,10,0,0,33
21,14.3035100714286,56.3750567142857,54,0,1,0,0,13,1,1,70
22,13.246262,61.649499,1,0,0,0,0,1,0,0,2
23,17.63062,60.6220141666667,97,0,1,0,0,26,4,4,132
24,20.732045,65.762053,0,0,0,2,0,0,6,0,8
25,13.1165099285714,55.9013320714286,392,8,6,3,0,264,106,103,882
26,12.2777641666667,58.7858365,26,0,0,2,0,3,1,4,36
27,15.65259925,62.66371075,1,0,0,0,0,0,0,0,1
28,13.190291,63.4988545,3,2,0,0,0,1,3,0,9
29,12.134823,59.6293525,2,0,1,0,0,0,0,0,3
30,17.7229565,64.201048,1,0,0,0,0,0,0,0,1
31,15.846178625,58.063031125,57,5,2,0,0,64,30,11,169
32,11.8771330277778,57.8004644444444,425,8,3,5,1,461,45,89,1037
33,14.96001625,58.1864558125,21,0,0,0,0,2,9,3,35
34,12.7597134444444,58.0501567222222,91,3,1,0,1,59,12,18,185
35,17.202483,66.3823185,0,0,0,0,0,0,0,0,0
36,18.392183,63.413379,15,0,0,0,0,2,0,2,19
37,19.197456,65.65933,0,0,0,0,0,0,0,0,0
38,12.970739,59.5412543,36,2,0,0,0,3,4,1,46
39,14.1985661111111,58.6860156666667,28,1,0,0,0,4,4,4,41
40,18.02042625,59.3589332692308,2157,33,27,25,3,1422,290,222,4179
41,18.4283835,60.386705,0,0,0,0,0,0,0,1,1
42,22.5946015,66.489606,0,0,0,2,0,1,1,0,4
43,23.51346,66.513206,0,0,0,2,0,0,0,0,2
44,16.1008347,59.98051575,27,1,0,0,0,5,0,6,39
45,12.589850875,56.615849,96,1,0,1,0,56,11,18,183
46,13.49591,62.690143,1,0,0,0,0,0,0,0,1
47,18.967192,63.964269,0,0,0,0,0,0,0,0,0
48,21.254209,66.047773,3,0,0,8,0,0,0,0,11
49,16.43840925,61.1213545,16,0,0,0,0,0,3,3,22
50,13.415557,57.3881655,7,0,0,0,0,3,1,3,14
51,16.715886,57.1583203333333,31,0,0,0,0,4,1,2,38
52,15.58905225,60.423136875,34,1,1,1,0,8,4,8,57
53,17.2979070833333,59.3251461666667,107,2,1,0,0,32,20,11,173
54,14.39066875,59.62487075,11,1,2,0,0,7,1,0,22
55,13.6244826,59.4685884,77,0,1,0,0,18,1,21,118
56,15.9208175,64.6821585,1,1,0,1,0,0,0,0,3
57,15.5251085,57.3067511,18,0,0,0,0,3,16,12,49
58,15.76367425,56.5748161666667,70,0,1,0,0,22,54,25,172
59,17.0336955,60.0655055,0,0,0,0,0,0,0,0,0
60,16.3933022,59.2908482,218,5,1,0,0,47,26,22,319
61,15.842093,58.93731075,0,0,0,0,0,0,0,2,2
62,13.372952375,58.428242,14,1,0,0,0,4,1,3,23
63,14.0279448,57.8808961,101,1,2,0,0,24,6,12,146
64,12.431369,57.3062655,32,1,1,0,0,10,3,8,55
65,13.591122,60.0908275,1,0,0,0,0,1,0,0,2
66,19.4656435,67.198665,5,2,0,9,0,0,0,0,16
67,14.899423125,60.336809125,10,0,0,0,0,8,0,1,19
68,13.8182933333333,56.8326863333333,20,0,0,0,1,0,0,0,21
69,17.3456675,58.6664325,22,0,0,1,0,4,1,0,28
70,18.661315,57.696298,25,0,2,0,0,5,2,1,35
71,13.7429415,62.164232,2,0,0,7,0,0,0,0,9
72,17.8621406666667,62.7151231666667,15,0,0,0,0,6,1,2,24
73,13.8097530833333,55.67400825,15,0,0,0,0,5,0,2,22
74,14.618906,57.46246425,4,0,0,0,0,6,18,0,28
75,23.754817,65.748327,0,0,0,4,0,0,0,0,4
76,17.0541605,61.91692925,24,0,0,0,1,7,2,3,37
77,18.6875185,66.9073215,0,0,0,0,0,0,0,0,0
78,23.0083025,65.7634915,2,0,0,6,0,0,0,0,8
79,15.008784625,56.216097125,25,1,0,0,0,5,0,0,31
80,20.592823,68.207941,2,0,0,17,0,2,1,0,22
81,14.1914965,63.802911,2,0,0,0,0,1,0,0,3
82,15.5396215,61.913626,2,1,0,0,0,1,0,0,4
83,22.2299115,65.691135,64,0,0,7,0,17,6,4,98
84,18.41001,64.6515525,1,0,0,0,0,0,0,0,1
85,11.3009169,58.4381282,9,0,0,0,0,13,0,1,23
86,16.6437,56.338615,2,0,0,0,0,1,0,0,3
87,18.779528,65.254725,0,0,0,0,0,0,0,0,0
88,13.2047113333333,60.7470671666667,7,0,0,0,0,0,0,0,7
